split point, sample size, kernel, penalty param, gamma, fit time, train time, test time, train mse, test mse, train mae, test mae, accuracy, precision, recall,cv1,,,,,,,,
0.4,500,linear,1,100,0.005162001,0.001611948,0.000735044,0.086666667,0.125,0.086666667,0.125,0.913333333,0.75,0.1071428571430.809523809524,0.904761905,0.904761905,0.857142857,0.857142857,0.842105263,0.894736842,0.789473684,0.894736842,0.894736842
0.4,500,linear,2,0.1,0.003999949,0.001089096,0.00073123,0.086666667,0.125,0.086666667,0.125,0.913333333,0.75,0.1071428571430.809523809524,0.904761905,0.904761905,0.857142857,0.857142857,0.842105263,0.894736842,0.789473684,0.894736842,0.894736842
0.4,500,linear,2,10,0.004040003,0.001085043,0.000668049,0.086666667,0.125,0.086666667,0.125,0.913333333,0.75,0.1071428571430.809523809524,0.904761905,0.904761905,0.857142857,0.857142857,0.842105263,0.894736842,0.789473684,0.894736842,0.894736842
0.4,500,linear,2,100,0.005221128,0.001128197,0.000772715,0.086666667,0.125,0.086666667,0.125,0.913333333,0.75,0.1071428571430.809523809524,0.904761905,0.904761905,0.857142857,0.857142857,0.842105263,0.894736842,0.789473684,0.894736842,0.894736842
0.4,500,linear,4,0.1,0.00724721,0.001112938,0.0007689,0.086666667,0.115,0.086666667,0.115,0.913333333,0.75,0.1071428571430.809523809524,0.904761905,0.904761905,0.904761905,0.857142857,0.842105263,0.894736842,0.789473684,0.842105263,0.894736842
0.4,500,linear,4,10,0.005965233,0.001008749,0.000656128,0.086666667,0.115,0.086666667,0.115,0.913333333,0.75,0.1071428571430.809523809524,0.904761905,0.904761905,0.904761905,0.857142857,0.842105263,0.894736842,0.789473684,0.842105263,0.894736842
0.4,500,linear,4,100,0.005785942,0.001078844,0.000725985,0.086666667,0.115,0.086666667,0.115,0.913333333,0.75,0.1071428571430.809523809524,0.904761905,0.904761905,0.904761905,0.857142857,0.842105263,0.894736842,0.789473684,0.842105263,0.894736842
0.4,500,linear,8,0.1,0.009734154,0.001052141,0.000656843,0.086666667,0.115,0.086666667,0.115,0.913333333,0.75,0.1071428571430.809523809524,0.904761905,0.904761905,0.904761905,0.857142857,0.842105263,0.894736842,0.789473684,0.842105263,0.894736842
0.4,500,linear,8,10,0.010604143,0.001066923,0.000666857,0.086666667,0.115,0.086666667,0.115,0.913333333,0.75,0.1071428571430.809523809524,0.904761905,0.904761905,0.904761905,0.857142857,0.842105263,0.894736842,0.789473684,0.842105263,0.894736842
0.4,500,linear,8,100,0.010353088,0.001123905,0.000732183,0.086666667,0.115,0.086666667,0.115,0.913333333,0.75,0.1071428571430.809523809524,0.904761905,0.904761905,0.904761905,0.857142857,0.842105263,0.894736842,0.789473684,0.842105263,0.894736842
0.4,500,rbf,1,0.1,0.002461195,0.00158906,0.001058102,0.06,0.12,0.06,0.12,0.94,1,0.3571428571430.857142857143,0.857142857,0.857142857,0.857142857,0.904761905,0.842105263,0.894736842,0.894736842,0.894736842,0.894736842
0.4,500,rbf,1,10,0.007313967,0.003654003,0.002038002,0,0.125,0,0.125,1,1,1.00.857142857143,0.857142857,0.857142857,0.857142857,0.857142857,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842
0.4,500,rbf,1,100,0.004051924,0.002309084,0.001547813,0,0.125,0,0.125,1,1,1.00.857142857143,0.857142857,0.857142857,0.857142857,0.857142857,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842
0.4,500,rbf,2,0.1,0.003138065,0.001595736,0.001069069,0.016666667,0.12,0.016666667,0.12,0.983333333,1,0.8214285714290.904761904762,0.904761905,0.857142857,0.80952381,0.904761905,0.789473684,0.894736842,0.894736842,0.947368421,0.947368421
0.4,500,rbf,2,10,0.007128,0.003628731,0.002032042,0,0.125,0,0.125,1,1,1.00.857142857143,0.857142857,0.857142857,0.857142857,0.857142857,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842
0.4,500,rbf,2,100,0.00412488,0.002419949,0.00165391,0,0.125,0,0.125,1,1,1.00.857142857143,0.857142857,0.857142857,0.857142857,0.857142857,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842
0.4,500,rbf,4,0.1,0.003345728,0.001565933,0.001061201,0.01,0.115,0.01,0.115,0.99,1,0.8928571428570.952380952381,0.904761905,0.857142857,0.857142857,0.952380952,0.842105263,0.894736842,0.894736842,0.947368421,0.894736842
0.4,500,rbf,4,10,0.00887394,0.003311872,0.004350901,0,0.125,0,0.125,1,1,1.00.857142857143,0.857142857,0.857142857,0.857142857,0.857142857,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842
0.4,500,rbf,4,100,0.005256891,0.002383709,0.001817942,0,0.125,0,0.125,1,1,1.00.857142857143,0.857142857,0.857142857,0.857142857,0.857142857,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842
0.4,500,rbf,8,0.1,0.002937794,0.001648188,0.001060963,0.003333333,0.125,0.003333333,0.125,0.996666667,1,0.9642857142860.952380952381,0.904761905,0.80952381,0.857142857,0.952380952,0.842105263,0.894736842,0.842105263,0.947368421,0.894736842
0.4,500,rbf,8,10,0.006156206,0.004169941,0.002058983,0,0.125,0,0.125,1,1,1.00.857142857143,0.857142857,0.857142857,0.857142857,0.857142857,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842
0.4,500,rbf,8,100,0.005614996,0.002439976,0.001639843,0,0.125,0,0.125,1,1,1.00.857142857143,0.857142857,0.857142857,0.857142857,0.857142857,0.894736842,0.894736842,0.894736842,0.894736842,0.894736842
0.4,500,poly,1,0.1,0.001966715,0.002170324,0.001323938,0.026666667,0.135,0.026666667,0.135,0.973333333,1,0.7142857142860.904761904762,0.904761905,0.857142857,0.857142857,0.904761905,0.789473684,0.894736842,0.894736842,0.894736842,0.894736842
0.4,500,poly,1,10,0.003642082,0.002352953,0.001274109,0,0.16,0,0.16,1,1,1.00.761904761905,0.857142857,0.80952381,0.761904762,0.857142857,0.894736842,0.894736842,0.894736842,0.842105263,0.842105263
0.4,500,poly,1,100,0.00207901,0.001099825,0.000735044,0,0.16,0,0.16,1,1,1.00.761904761905,0.857142857,0.80952381,0.761904762,0.857142857,0.894736842,0.894736842,0.894736842,0.842105263,0.842105263
0.4,500,poly,2,0.1,0.002676964,0.001776934,0.000856161,0.013333333,0.13,0.013333333,0.13,0.986666667,1,0.8571428571430.809523809524,0.904761905,0.857142857,0.857142857,0.904761905,0.842105263,0.894736842,0.894736842,0.894736842,0.842105263
0.4,500,poly,2,10,0.002743959,0.00117898,0.001190901,0,0.16,0,0.16,1,1,1.00.761904761905,0.857142857,0.80952381,0.761904762,0.857142857,0.894736842,0.894736842,0.894736842,0.842105263,0.842105263
0.4,500,poly,2,100,0.002803087,0.001264095,0.000797749,0,0.16,0,0.16,1,1,1.00.761904761905,0.857142857,0.80952381,0.761904762,0.857142857,0.894736842,0.894736842,0.894736842,0.842105263,0.842105263
0.4,500,poly,4,0.1,0.003192663,0.00116396,0.000755072,0.003333333,0.14,0.003333333,0.14,0.996666667,1,0.9642857142860.761904761905,0.857142857,0.80952381,0.857142857,0.904761905,0.842105263,0.894736842,0.789473684,0.894736842,0.842105263
0.4,500,poly,4,10,0.002206802,0.001293898,0.001458883,0,0.16,0,0.16,1,1,1.00.761904761905,0.857142857,0.80952381,0.761904762,0.857142857,0.894736842,0.894736842,0.894736842,0.842105263,0.842105263
0.4,500,poly,4,100,0.004350901,0.001194,0.000781059,0,0.16,0,0.16,1,1,1.00.761904761905,0.857142857,0.80952381,0.761904762,0.857142857,0.894736842,0.894736842,0.894736842,0.842105263,0.842105263
0.4,500,poly,8,0.1,0.00232482,0.001464128,0.001424789,0,0.155,0,0.155,1,1,1.00.809523809524,0.857142857,0.80952381,0.857142857,0.904761905,0.842105263,0.894736842,0.842105263,0.894736842,0.789473684
0.4,500,poly,8,10,0.003767014,0.001140833,0.000772953,0,0.16,0,0.16,1,1,1.00.761904761905,0.857142857,0.80952381,0.761904762,0.857142857,0.894736842,0.894736842,0.894736842,0.842105263,0.842105263
0.4,500,poly,8,100,0.00200963,0.001094103,0.001462936,0,0.16,0,0.16,1,1,1.00.761904761905,0.857142857,0.80952381,0.761904762,0.857142857,0.894736842,0.894736842,0.894736842,0.842105263,0.842105263
0.5,500,linear,1,0.1,0.004158974,0.000866175,0.000793695,0.092,0.112,0.092,0.112,0.908,0.571428571,0.1666666666670.884615384615,0.92,0.92,0.88,0.84,0.84,0.92,0.88,0.84,0.916666667
0.5,500,linear,1,10,0.002885818,0.000890255,0.000892878,0.092,0.112,0.092,0.112,0.908,0.571428571,0.1666666666670.884615384615,0.92,0.92,0.88,0.84,0.84,0.92,0.88,0.84,0.916666667
0.5,500,linear,1,100,0.002878904,0.000911951,0.001151085,0.092,0.112,0.092,0.112,0.908,0.571428571,0.1666666666670.884615384615,0.92,0.92,0.88,0.84,0.84,0.92,0.88,0.84,0.916666667
0.5,500,linear,2,0.1,0.004214048,0.000936985,0.000813007,0.092,0.112,0.092,0.112,0.908,0.571428571,0.1666666666670.884615384615,0.92,0.92,0.88,0.84,0.84,0.92,0.84,0.84,0.916666667
0.5,500,linear,2,10,0.004094839,0.000877142,0.000808239,0.092,0.112,0.092,0.112,0.908,0.571428571,0.1666666666670.884615384615,0.92,0.92,0.88,0.84,0.84,0.92,0.84,0.84,0.916666667
0.5,500,linear,2,100,0.004710913,0.000975847,0.000934124,0.092,0.112,0.092,0.112,0.908,0.571428571,0.1666666666670.884615384615,0.92,0.92,0.88,0.84,0.84,0.92,0.84,0.84,0.916666667
0.5,500,linear,4,0.1,0.004560947,0.000943899,0.000781059,0.088,0.112,0.088,0.112,0.912,0.666666667,0.1666666666670.884615384615,0.92,0.92,0.88,0.84,0.84,0.92,0.84,0.84,0.916666667
0.5,500,linear,4,10,0.004666805,0.000887156,0.00078702,0.088,0.112,0.088,0.112,0.912,0.666666667,0.1666666666670.884615384615,0.92,0.92,0.88,0.84,0.84,0.92,0.84,0.84,0.916666667
0.5,500,linear,4,100,0.004345179,0.000847816,0.000801086,0.088,0.112,0.088,0.112,0.912,0.666666667,0.1666666666670.884615384615,0.92,0.92,0.88,0.84,0.84,0.92,0.84,0.84,0.916666667
0.5,500,linear,8,0.1,0.009941816,0.000881195,0.000780582,0.084,0.12,0.084,0.12,0.916,0.8,0.1666666666670.884615384615,0.92,0.92,0.88,0.84,0.84,0.92,0.84,0.84,0.916666667
0.5,500,linear,8,10,0.0107131,0.00080204,0.000771761,0.084,0.12,0.084,0.12,0.916,0.8,0.1666666666670.884615384615,0.92,0.92,0.88,0.84,0.84,0.92,0.84,0.84,0.916666667
0.5,500,linear,8,100,0.009930372,0.000816822,0.00078392,0.084,0.12,0.084,0.12,0.916,0.8,0.1666666666670.884615384615,0.92,0.92,0.88,0.84,0.84,0.92,0.84,0.84,0.916666667
0.5,500,rbf,1,0.1,0.001936197,0.001284838,0.001363039,0.056,0.108,0.056,0.108,0.944,1,0.4166666666670.884615384615,0.88,0.88,0.84,0.88,0.88,0.88,0.88,0.88,0.916666667
0.5,500,rbf,1,10,0.004460812,0.002161026,0.002102137,0,0.116,0,0.116,1,1,1.00.884615384615,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.916666667
0.5,500,rbf,1,100,0.003159761,0.00171423,0.001695395,0,0.116,0,0.116,1,1,1.00.884615384615,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.916666667
0.5,500,rbf,2,0.1,0.002117157,0.001289845,0.001245975,0.012,0.112,0.012,0.112,0.988,1,0.8750.923076923077,0.92,0.88,0.8,0.88,0.92,0.88,0.92,0.88,0.916666667
0.5,500,rbf,2,10,0.004464149,0.002146006,0.002112865,0,0.116,0,0.116,1,1,1.00.884615384615,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.916666667
0.5,500,rbf,2,100,0.003521919,0.002049923,0.001752853,0,0.116,0,0.116,1,1,1.00.884615384615,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.916666667
0.5,500,rbf,4,0.1,0.002047062,0.001328945,0.001296282,0.008,0.108,0.008,0.108,0.992,1,0.9166666666670.961538461538,0.92,0.88,0.8,0.88,0.92,0.88,0.92,0.88,0.916666667
0.5,500,rbf,4,10,0.004937172,0.002490759,0.003262997,0,0.116,0,0.116,1,1,1.00.884615384615,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.916666667
0.5,500,rbf,4,100,0.003090143,0.001760006,0.001708031,0,0.116,0,0.116,1,1,1.00.884615384615,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.916666667
0.5,500,rbf,8,0.1,0.002580166,0.002328157,0.001723051,0.004,0.116,0.004,0.116,0.996,1,0.9583333333330.961538461538,0.92,0.88,0.8,0.88,0.92,0.84,0.92,0.88,0.875
0.5,500,rbf,8,10,0.004389763,0.002144098,0.002172232,0,0.116,0,0.116,1,1,1.00.884615384615,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.916666667
0.5,500,rbf,8,100,0.003164053,0.001706123,0.001686811,0,0.116,0,0.116,1,1,1.00.884615384615,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.916666667
0.5,500,poly,1,0.1,0.00188899,0.000936985,0.00090766,0.016,0.12,0.016,0.12,0.984,1,0.8333333333330.846153846154,0.92,0.84,0.88,0.84,0.92,0.92,0.88,0.84,0.916666667
0.5,500,poly,1,10,0.001912832,0.000954151,0.00107789,0,0.132,0,0.132,1,1,1.00.807692307692,0.84,0.84,0.72,0.92,0.88,0.8,0.84,0.92,0.833333333
0.5,500,poly,1,100,0.001899958,0.000998259,0.000975847,0,0.132,0,0.132,1,1,1.00.807692307692,0.84,0.84,0.72,0.92,0.88,0.8,0.84,0.92,0.833333333
0.5,500,poly,2,0.1,0.001852989,0.002217054,0.001275063,0.016,0.116,0.016,0.116,0.984,1,0.8333333333330.846153846154,0.88,0.84,0.88,0.88,0.92,0.92,0.88,0.88,0.916666667
0.5,500,poly,2,10,0.001769781,0.001321077,0.000944853,0,0.132,0,0.132,1,1,1.00.807692307692,0.84,0.84,0.72,0.92,0.88,0.8,0.84,0.92,0.833333333
0.5,500,poly,2,100,0.00186801,0.000937939,0.000916958,0,0.132,0,0.132,1,1,1.00.807692307692,0.84,0.84,0.72,0.92,0.88,0.8,0.84,0.92,0.833333333
0.5,500,poly,4,0.1,0.001842737,0.000952005,0.000953197,0.004,0.132,0.004,0.132,0.996,1,0.9583333333330.846153846154,0.84,0.84,0.84,0.88,0.92,0.84,0.88,0.92,0.875
0.5,500,poly,4,10,0.001756191,0.000998974,0.000933886,0,0.132,0,0.132,1,1,1.00.807692307692,0.84,0.84,0.72,0.92,0.88,0.8,0.84,0.92,0.833333333
0.5,500,poly,4,100,0.001650095,0.000935793,0.000916004,0,0.132,0,0.132,1,1,1.00.807692307692,0.84,0.84,0.72,0.92,0.88,0.8,0.84,0.92,0.833333333
0.5,500,poly,8,0.1,0.004997969,0.00099206,0.001034021,0,0.136,0,0.136,1,1,1.00.884615384615,0.84,0.88,0.8,0.88,0.92,0.84,0.88,0.92,0.875
0.5,500,poly,8,10,0.001885891,0.000917912,0.000858068,0,0.132,0,0.132,1,1,1.00.807692307692,0.84,0.84,0.72,0.92,0.88,0.8,0.84,0.92,0.833333333
0.5,500,poly,8,100,0.001626968,0.000944853,0.000926018,0,0.132,0,0.132,1,1,1.00.807692307692,0.84,0.84,0.72,0.92,0.88,0.8,0.84,0.92,0.833333333
0.2,1000,linear,1,0.1,0.012554169,0.00400424,0.001037121,0.10125,0.1,0.10125,0.1,0.89875,0.675,0.2842105263160.904761904762,0.761904762,0.80952381,0.857142857,0.85,0.75,0.894736842,0.894736842,0.894736842,0.894736842
0.2,1000,linear,1,10,0.013463974,0.004033089,0.001040936,0.10125,0.1,0.10125,0.1,0.89875,0.675,0.2842105263160.904761904762,0.761904762,0.80952381,0.857142857,0.85,0.75,0.894736842,0.894736842,0.894736842,0.894736842
0.2,1000,linear,1,100,0.012485266,0.004495144,0.002151966,0.10125,0.1,0.10125,0.1,0.89875,0.675,0.2842105263160.904761904762,0.761904762,0.80952381,0.857142857,0.85,0.75,0.894736842,0.894736842,0.894736842,0.894736842
0.2,1000,linear,2,0.1,0.023441792,0.004016161,0.001043797,0.10125,0.1,0.10125,0.1,0.89875,0.675,0.2842105263160.952380952381,0.761904762,0.761904762,0.857142857,0.85,0.75,0.842105263,0.894736842,0.947368421,0.894736842
0.2,1000,linear,2,10,0.021876097,0.004012108,0.001038074,0.10125,0.1,0.10125,0.1,0.89875,0.675,0.2842105263160.952380952381,0.761904762,0.761904762,0.857142857,0.85,0.75,0.842105263,0.894736842,0.947368421,0.894736842
0.2,1000,linear,2,100,0.023540974,0.00462389,0.001204967,0.10125,0.1,0.10125,0.1,0.89875,0.675,0.2842105263160.952380952381,0.761904762,0.761904762,0.857142857,0.85,0.75,0.842105263,0.894736842,0.947368421,0.894736842
0.2,1000,linear,4,0.1,0.033545017,0.004157066,0.001038074,0.1,0.095,0.1,0.095,0.9,0.682926829,0.2947368421050.952380952381,0.761904762,0.761904762,0.857142857,0.85,0.75,0.842105263,0.894736842,0.947368421,0.894736842
0.2,1000,linear,4,10,0.030755043,0.004104853,0.001748085,0.1,0.095,0.1,0.095,0.9,0.682926829,0.2947368421050.952380952381,0.761904762,0.761904762,0.857142857,0.85,0.75,0.842105263,0.894736842,0.947368421,0.894736842
0.2,1000,linear,4,100,0.029013872,0.004022121,0.001040936,0.1,0.095,0.1,0.095,0.9,0.682926829,0.2947368421050.952380952381,0.761904762,0.761904762,0.857142857,0.85,0.75,0.842105263,0.894736842,0.947368421,0.894736842
0.2,1000,linear,8,0.1,0.056522846,0.003995895,0.001034975,0.1,0.095,0.1,0.095,0.9,0.682926829,0.2947368421050.952380952381,0.761904762,0.761904762,0.857142857,0.85,0.75,0.842105263,0.894736842,0.947368421,0.894736842
0.2,1000,linear,8,10,0.057799816,0.005838156,0.001204014,0.1,0.095,0.1,0.095,0.9,0.682926829,0.2947368421050.952380952381,0.761904762,0.761904762,0.857142857,0.85,0.75,0.842105263,0.894736842,0.947368421,0.894736842
0.2,1000,linear,8,100,0.062129974,0.003984928,0.00102973,0.1,0.095,0.1,0.095,0.9,0.682926829,0.2947368421050.952380952381,0.761904762,0.761904762,0.857142857,0.85,0.75,0.842105263,0.894736842,0.947368421,0.894736842
0.2,1000,rbf,1,0.1,0.010749102,0.007344961,0.001873255,0.06125,0.105,0.06125,0.105,0.93875,1,0.4842105263160.857142857143,0.857142857,0.857142857,0.857142857,0.85,0.85,0.894736842,0.894736842,0.894736842,0.894736842
0.2,1000,rbf,1,10,0.036099911,0.017440081,0.004392862,0,0.13,0,0.13,1,1,1.00.857142857143,0.857142857,0.857142857,0.857142857,0.85,0.85,0.894736842,0.894736842,0.894736842,0.894736842
0.2,1000,rbf,1,100,0.022934914,0.013051033,0.003409863,0,0.13,0,0.13,1,1,1.00.857142857143,0.857142857,0.857142857,0.857142857,0.85,0.85,0.894736842,0.894736842,0.894736842,0.894736842
0.2,1000,rbf,2,0.1,0.012583971,0.008052111,0.002061129,0.03,0.095,0.03,0.095,0.97,1,0.7473684210530.857142857143,0.857142857,0.857142857,0.904761905,0.9,0.8,0.842105263,0.947368421,0.894736842,0.894736842
0.2,1000,rbf,2,10,0.040897131,0.019542694,0.004472017,0,0.13,0,0.13,1,1,1.00.857142857143,0.857142857,0.857142857,0.857142857,0.85,0.85,0.894736842,0.894736842,0.894736842,0.894736842
0.2,1000,rbf,2,100,0.028652191,0.013069153,0.003317833,0,0.13,0,0.13,1,1,1.00.857142857143,0.857142857,0.857142857,0.857142857,0.85,0.85,0.894736842,0.894736842,0.894736842,0.894736842
0.2,1000,rbf,4,0.1,0.013370037,0.007925749,0.001929998,0.01375,0.11,0.01375,0.11,0.98625,1,0.8842105263160.809523809524,0.761904762,0.80952381,0.904761905,0.9,0.75,0.842105263,0.947368421,0.947368421,0.894736842
0.2,1000,rbf,4,10,0.037781954,0.020207167,0.004471779,0,0.13,0,0.13,1,1,1.00.857142857143,0.857142857,0.857142857,0.857142857,0.85,0.85,0.894736842,0.894736842,0.894736842,0.894736842
0.2,1000,rbf,4,100,0.025203943,0.013247013,0.003355742,0,0.13,0,0.13,1,1,1.00.857142857143,0.857142857,0.857142857,0.857142857,0.85,0.85,0.894736842,0.894736842,0.894736842,0.894736842
0.2,1000,rbf,8,0.1,0.013001919,0.008928061,0.002164364,0.0075,0.12,0.0075,0.12,0.9925,1,0.9368421052630.857142857143,0.714285714,0.761904762,0.904761905,1,0.8,0.842105263,0.947368421,0.894736842,0.894736842
0.2,1000,rbf,8,10,0.038383961,0.018279791,0.004698038,0,0.13,0,0.13,1,1,1.00.857142857143,0.857142857,0.857142857,0.857142857,0.85,0.85,0.894736842,0.894736842,0.894736842,0.894736842
0.2,1000,rbf,8,100,0.029197931,0.013868093,0.003534079,0,0.13,0,0.13,1,1,1.00.857142857143,0.857142857,0.857142857,0.857142857,0.85,0.85,0.894736842,0.894736842,0.894736842,0.894736842
0.2,1000,poly,1,0.1,0.01059103,0.004892826,0.001229048,0.03375,0.12,0.03375,0.12,0.96625,1,0.7157894736840.857142857143,0.80952381,0.857142857,0.857142857,0.85,0.8,0.842105263,0.947368421,1,0.947368421
0.2,1000,poly,1,10,0.014350653,0.00463891,0.001112223,0,0.185,0,0.185,1,1,1.00.666666666667,0.761904762,0.857142857,0.80952381,0.95,0.85,0.789473684,0.947368421,0.736842105,0.894736842
0.2,1000,poly,1,100,0.014853001,0.004414797,0.001087189,0,0.185,0,0.185,1,1,1.00.666666666667,0.761904762,0.857142857,0.80952381,0.95,0.85,0.789473684,0.947368421,0.736842105,0.894736842
0.2,1000,poly,2,0.1,0.011317968,0.004405022,0.001130819,0.01625,0.12,0.01625,0.12,0.98375,1,0.8631578947370.857142857143,0.80952381,0.80952381,0.857142857,0.9,0.8,0.842105263,0.894736842,0.947368421,0.947368421
0.2,1000,poly,2,10,0.014288187,0.006551027,0.00128293,0,0.185,0,0.185,1,1,1.00.666666666667,0.761904762,0.857142857,0.80952381,0.95,0.85,0.789473684,0.947368421,0.736842105,0.894736842
0.2,1000,poly,2,100,0.014830112,0.005779982,0.001299858,0,0.185,0,0.185,1,1,1.00.666666666667,0.761904762,0.857142857,0.80952381,0.95,0.85,0.789473684,0.947368421,0.736842105,0.894736842
0.2,1000,poly,4,0.1,0.011209011,0.004424334,0.001150846,0.0125,0.115,0.0125,0.115,0.9875,1,0.8947368421050.761904761905,0.761904762,0.80952381,0.904761905,1,0.8,0.842105263,0.894736842,0.842105263,0.894736842
0.2,1000,poly,4,10,0.013744116,0.004141808,0.001078844,0,0.185,0,0.185,1,1,1.00.666666666667,0.761904762,0.857142857,0.80952381,0.95,0.85,0.789473684,0.947368421,0.736842105,0.894736842
0.2,1000,poly,4,100,0.014417887,0.004255056,0.001507044,0,0.185,0,0.185,1,1,1.00.666666666667,0.761904762,0.857142857,0.80952381,0.95,0.85,0.789473684,0.947368421,0.736842105,0.894736842
0.2,1000,poly,8,0.1,0.013024092,0.004325867,0.001127005,0.00875,0.145,0.00875,0.145,0.99125,1,0.9263157894740.761904761905,0.761904762,0.80952381,0.904761905,1,0.8,0.842105263,0.894736842,0.894736842,0.894736842
0.2,1000,poly,8,10,0.013060093,0.004539013,0.001148939,0,0.185,0,0.185,1,1,1.00.666666666667,0.761904762,0.857142857,0.80952381,0.95,0.85,0.789473684,0.947368421,0.736842105,0.894736842
0.2,1000,poly,8,100,0.015160084,0.004481077,0.001087904,0,0.185,0,0.185,1,1,1.00.666666666667,0.761904762,0.857142857,0.80952381,0.95,0.85,0.789473684,0.947368421,0.736842105,0.894736842
0.4,1000,linear,1,0.1,0.006927013,0.002456903,0.001635075,0.086666667,0.1125,0.086666667,0.1125,0.913333333,0.75862069,0.3283582089550.829268292683,0.87804878,0.829268293,0.87804878,0.875,0.85,0.897435897,0.871794872,0.871794872,0.923076923
0.4,1000,linear,1,10,0.011671782,0.004599094,0.003311872,0.086666667,0.1125,0.086666667,0.1125,0.913333333,0.75862069,0.3283582089550.829268292683,0.87804878,0.829268293,0.87804878,0.875,0.85,0.897435897,0.871794872,0.871794872,0.923076923
0.4,1000,linear,1,100,0.007610798,0.002457142,0.001633167,0.086666667,0.1125,0.086666667,0.1125,0.913333333,0.75862069,0.3283582089550.829268292683,0.87804878,0.829268293,0.87804878,0.875,0.85,0.897435897,0.871794872,0.871794872,0.923076923
0.4,1000,linear,2,0.1,0.011235237,0.00247097,0.001638889,0.086666667,0.1125,0.086666667,0.1125,0.913333333,0.75862069,0.3283582089550.853658536585,0.87804878,0.829268293,0.87804878,0.875,0.85,0.897435897,0.871794872,0.871794872,0.923076923
0.4,1000,linear,2,10,0.011136055,0.002496004,0.001640081,0.086666667,0.1125,0.086666667,0.1125,0.913333333,0.75862069,0.3283582089550.853658536585,0.87804878,0.829268293,0.87804878,0.875,0.85,0.897435897,0.871794872,0.871794872,0.923076923
0.4,1000,linear,2,100,0.011504173,0.004322052,0.002041101,0.086666667,0.1125,0.086666667,0.1125,0.913333333,0.75862069,0.3283582089550.853658536585,0.87804878,0.829268293,0.87804878,0.875,0.85,0.897435897,0.871794872,0.871794872,0.923076923
0.4,1000,linear,4,0.1,0.021160841,0.002470016,0.001632214,0.086666667,0.1125,0.086666667,0.1125,0.913333333,0.75862069,0.3283582089550.853658536585,0.87804878,0.829268293,0.87804878,0.875,0.85,0.897435897,0.871794872,0.871794872,0.923076923
0.4,1000,linear,4,10,0.020100832,0.002471209,0.001626015,0.086666667,0.1125,0.086666667,0.1125,0.913333333,0.75862069,0.3283582089550.853658536585,0.87804878,0.829268293,0.87804878,0.875,0.85,0.897435897,0.871794872,0.871794872,0.923076923
0.4,1000,linear,4,100,0.020421028,0.002634048,0.001713991,0.086666667,0.1125,0.086666667,0.1125,0.913333333,0.75862069,0.3283582089550.853658536585,0.87804878,0.829268293,0.87804878,0.875,0.85,0.897435897,0.871794872,0.871794872,0.923076923
0.4,1000,linear,8,0.1,0.045166016,0.00264287,0.001723051,0.086666667,0.1125,0.086666667,0.1125,0.913333333,0.75862069,0.3283582089550.80487804878,0.87804878,0.829268293,0.87804878,0.875,0.825,0.897435897,0.871794872,0.871794872,0.923076923
0.4,1000,linear,8,10,0.042381763,0.00257206,0.001859903,0.086666667,0.1125,0.086666667,0.1125,0.913333333,0.75862069,0.3283582089550.80487804878,0.87804878,0.829268293,0.87804878,0.875,0.825,0.897435897,0.871794872,0.871794872,0.923076923
0.4,1000,linear,8,100,0.0440588,0.003034115,0.001694202,0.086666667,0.1125,0.086666667,0.1125,0.913333333,0.75862069,0.3283582089550.80487804878,0.87804878,0.829268293,0.87804878,0.875,0.825,0.897435897,0.871794872,0.871794872,0.923076923
0.4,1000,rbf,1,0.1,0.006538153,0.004666805,0.003271818,0.05,0.12,0.05,0.12,0.95,1,0.552238805970.829268292683,0.853658537,0.829268293,0.853658537,0.875,0.875,0.871794872,0.871794872,0.897435897,0.871794872
0.4,1000,rbf,1,10,0.017618179,0.010327816,0.007172108,0,0.135,0,0.135,1,1,1.00.853658536585,0.853658537,0.853658537,0.853658537,0.875,0.875,0.871794872,0.871794872,0.871794872,0.871794872
0.4,1000,rbf,1,100,0.01208806,0.009095907,0.005314827,0,0.135,0,0.135,1,1,1.00.853658536585,0.853658537,0.853658537,0.853658537,0.875,0.875,0.871794872,0.871794872,0.871794872,0.871794872
0.4,1000,rbf,2,0.1,0.006974936,0.005073071,0.003123999,0.03,0.105,0.03,0.105,0.97,1,0.7313432835820.780487804878,0.87804878,0.829268293,0.853658537,0.85,0.875,0.871794872,0.871794872,0.923076923,0.871794872
