sample size, kernel, C, gamma, fit time, train time, test time, train mse, test mse, train mae, test mae, accuracy, precision, recall
10000,3,4,0.1,6.943918943,0.500329018,0.116388798,0.07925,0.1075,0.07925,0.1075,0.92075,0.838495575,0.403191489
10000,3,4,0.01,1.169014931,0.492961884,0.133295774,0.1055,0.106,0.1055,0.106,0.8945,0.763736264,0.14787234
10000,3,4,0.001,0.96474576,0.558968067,0.104131222,0.1175,0.119,0.1175,0.119,0.8825,0,0
10000,3,4,0.0001,0.695658922,0.448250055,0.105469227,0.1175,0.119,0.1175,0.119,0.8825,0,0
10000,3,8,0.1,10.86963582,0.369281054,0.099030972,0.077125,0.1085,0.077125,0.1085,0.922875,0.84,0.424468085
10000,3,8,0.01,1.229617119,0.654283047,0.142076015,0.10325,0.1045,0.10325,0.1045,0.89675,0.743589744,0.185106383
10000,3,8,0.001,0.993849039,0.539436102,0.13520503,0.1175,0.119,0.1175,0.119,0.8825,0,0
10000,3,8,0.0001,0.757333994,0.423161983,0.091739893,0.1175,0.119,0.1175,0.119,0.8825,0,0
10000,3,16,0.1,25.38987899,0.371017933,0.093472958,0.07525,0.111,0.07525,0.111,0.92475,0.846311475,0.439361702
10000,3,16,0.01,1.087020159,0.462604046,0.127145052,0.1025,0.105,0.1025,0.105,0.8975,0.73255814,0.20106383
10000,3,16,0.001,0.91268301,0.546589136,0.1163311,0.11725,0.119,0.11725,0.119,0.88275,1,0.00212766
10000,3,16,0.0001,0.857091904,0.506013155,0.174853086,0.1175,0.119,0.1175,0.119,0.8825,0,0
30000,1,1,0.1,23.34774208,4.143954277,1.041747332,0.117791667,0.114,0.117791667,0.114,0.882208333,0,0
30000,1,1,0.01,22.22139597,4.434664965,1.059608936,0.117791667,0.114,0.117791667,0.114,0.882208333,0,0
30000,1,1,0.001,23.3001008,4.055839062,0.986508846,0.117791667,0.114,0.117791667,0.114,0.882208333,0,0
30000,1,1,0.0001,21.59242773,4.300247908,1.174021959,0.117791667,0.114,0.117791667,0.114,0.882208333,0,0
30000,1,2,0.1,33.13696313,4.075308084,1.053334951,0.117791667,0.114,0.117791667,0.114,0.882208333,0,0
30000,1,2,0.01,32.03812981,4.043262959,1.14474082,0.117791667,0.114,0.117791667,0.114,0.882208333,0,0
30000,1,2,0.001,32.36582088,4.420653105,1.142314911,0.117791667,0.114,0.117791667,0.114,0.882208333,0,0
30000,1,2,0.0001,32.43336892,3.631313801,0.891625881,0.117791667,0.114,0.117791667,0.114,0.882208333,0,0
30000,1,4,0.1,41.92741299,3.521049976,0.870997667,0.117791667,0.114,0.117791667,0.114,0.882208333,0,0
30000,1,4,0.01,40.27095604,3.353398085,0.902421951,0.117791667,0.114,0.117791667,0.114,0.882208333,0,0
30000,1,4,0.001,42.40586209,3.956030369,0.966151953,0.117791667,0.114,0.117791667,0.114,0.882208333,0,0
30000,1,4,0.0001,54.92804098,4.308542967,0.983794928,0.117791667,0.114,0.117791667,0.114,0.882208333,0,0
30000,1,8,0.1,108.6750791,4.688293934,1.29372406,0.117791667,0.114,0.117791667,0.114,0.882208333,0,0
30000,1,8,0.01,110.5937052,4.717334032,1.434123039,0.117791667,0.114,0.117791667,0.114,0.882208333,0,0
30000,1,8,0.001,110.5685711,4.647220135,1.246814966,0.117791667,0.114,0.117791667,0.114,0.882208333,0,0
30000,1,8,0.0001,116.9009137,4.861209154,1.086108208,0.117791667,0.114,0.117791667,0.114,0.882208333,0,0
30000,1,16,0.1,5692.02425,4.017049074,1.025813103,0.117791667,0.114,0.117791667,0.114,0.882208333,0,0
30000,1,16,0.01,4753.260459,4.036010027,1.074978113,0.117791667,0.114,0.117791667,0.114,0.882208333,0,0
30000,1,16,0.001,4796.479327,4.598788261,1.216215134,0.117791667,0.114,0.117791667,0.114,0.882208333,0,0
30000,1,16,0.0001,4793.109986,4.61835885,1.002175093,0.117791667,0.114,0.117791667,0.114,0.882208333,0,0
30000,2,1,0.1,18.46978807,6.603913069,1.398788929,0.088166667,0.096166667,0.088166667,0.096166667,0.911833333,0.778823529,0.351255748
30000,2,1,0.01,14.10360789,6.235565901,1.647464991,0.105458333,0.100333333,0.105458333,0.100333333,0.894541667,0.652892562,0.223558543
30000,2,1,0.001,13.64921212,6.485059023,1.671863079,0.117833333,0.114,0.117833333,0.114,0.882166667,0,0
30000,2,1,0.0001,12.67570305,6.449856043,1.746170759,0.117791667,0.114,0.117791667,0.114,0.882208333,0,0
30000,2,2,0.1,19.72887611,7.023776054,1.760305882,0.080666667,0.095333333,0.080666667,0.095333333,0.919333333,0.820273185,0.403608065
30000,2,2,0.01,14.47795296,6.294448137,1.487589121,0.104458333,0.100166667,0.104458333,0.100166667,0.895541667,0.658102767,0.235585426
30000,2,2,0.001,13.8276298,5.937372923,1.363186121,0.117791667,0.114,0.117791667,0.114,0.882208333,0.5,0.001414927
30000,2,2,0.0001,10.56113386,5.766345978,1.367463827,0.117791667,0.114,0.117791667,0.114,0.882208333,0,0
30000,2,4,0.1,25.0088191,6.911370039,1.788960218,0.072875,0.097,0.072875,0.097,0.927125,0.856953642,0.457729041
30000,2,4,0.01,15.97208595,5.906001091,1.638417006,0.103458333,0.099333333,0.103458333,0.099333333,0.896541667,0.666990291,0.243013796
30000,2,4,0.001,14.12391901,6.423299789,1.727517128,0.11725,0.113666667,0.11725,0.113666667,0.88275,0.651162791,0.009904492
30000,2,4,0.0001,13.15992522,6.914701939,1.970981121,0.117791667,0.114,0.117791667,0.114,0.882208333,0,0
30000,2,8,0.1,36.15165806,6.897763014,1.645168781,0.065,0.099,0.065,0.099,0.935,0.878208955,0.520339583
30000,2,8,0.01,17.16393805,6.204263926,1.538048029,0.102125,0.099833333,0.102125,0.099833333,0.897875,0.683235867,0.247966042
30000,2,8,0.001,14.22034407,6.674634933,1.507444859,0.113,0.107666667,0.113,0.107666667,0.887,0.740585774,0.062610541
30000,2,8,0.0001,13.99153996,6.996786118,1.800055027,0.117791667,0.114,0.117791667,0.114,0.882208333,0,0
30000,2,16,0.1,57.93814778,6.502053976,1.730189085,0.057125,0.103166667,0.057125,0.103166667,0.942875,0.908988764,0.572338168
30000,2,16,0.01,19.02649379,6.069439888,1.614809036,0.100166667,0.100833333,0.100166667,0.100833333,0.899833333,0.706341463,0.256101875
30000,2,16,0.001,13.92883587,6.447776079,1.551505327,0.106875,0.102333333,0.106875,0.102333333,0.893125,0.676075269,0.177927131
30000,2,16,0.0001,15.20550919,6.609687805,1.7349751,0.117791667,0.114,0.117791667,0.114,0.882208333,0,0
30000,3,1,0.1,37.67279887,4.339126825,1.026897907,0.094458333,0.1,0.094458333,0.1,0.905541667,0.747787611,0.298903431
30000,3,1,0.01,11.35785508,4.53408289,1.154470921,0.111,0.106,0.111,0.106,0.889,0.794223827,0.077821012
30000,3,1,0.001,8.76228714,4.69939208,1.059226274,0.117791667,0.114,0.117791667,0.114,0.882208333,0,0
30000,3,1,0.0001,8.624250174,4.716814041,1.093811989,0.117791667,0.114,0.117791667,0.114,0.882208333,0,0
30000,3,2,0.1,58.48938799,4.315667152,1.186811209,0.094,0.1005,0.094,0.1005,0.906,0.747614918,0.304916873
30000,3,2,0.01,12.207829,4.832042933,1.150474072,0.106708333,0.102166667,0.106708333,0.102166667,0.893291667,0.70212766,0.163424125
30000,3,2,0.001,9.40868187,4.269489765,1.130555153,0.117791667,0.114,0.117791667,0.114,0.882208333,0,0
30000,3,2,0.0001,8.715890169,4.351708174,1.131080866,0.117791667,0.114,0.117791667,0.114,0.882208333,0,0
30000,3,4,0.1,101.5520911,4.249738216,0.929028273,0.093458333,0.099666667,0.093458333,0.099666667,0.906541667,0.748722317,0.310930315
30000,3,4,0.01,13.1579268,4.319312811,1.249625206,0.105291667,0.100666667,0.105291667,0.100666667,0.894708333,0.701072386,0.185001769
30000,3,4,0.001,9.415718794,4.535791874,1.036142111,0.117791667,0.114,0.117791667,0.114,0.882208333,0,0
30000,3,4,0.0001,8.445967197,4.368243933,0.997819185,0.117791667,0.114,0.117791667,0.114,0.882208333,0,0
30000,3,8,0.1,194.4420869,3.942538023,0.918811083,0.092625,0.099166667,0.092625,0.099166667,0.907375,0.751666667,0.319066148
30000,3,8,0.01,12.56416178,4.367795944,1.181012869,0.103708333,0.1,0.103708333,0.1,0.896291667,0.706097561,0.204810753
30000,3,8,0.001,10.76921391,4.352272987,1.153695107,0.117791667,0.114,0.117791667,0.114,0.882208333,0,0
30000,3,8,0.0001,8.118560791,4.317338943,0.978617907,0.117791667,0.114,0.117791667,0.114,0.882208333,0,0
30000,3,16,0.1,299.508249,4.423619986,0.862269163,0.092,0.1,0.092,0.1,0.908,0.753896637,0.32507959
30000,3,16,0.01,13.49323273,3.983139038,0.900888681,0.102833333,0.101333333,0.102833333,0.101333333,0.897166667,0.70994152,0.214715246
30000,3,16,0.001,10.81274414,4.206202269,1.034687042,0.117791667,0.114,0.117791667,0.114,0.882208333,0,0
30000,3,16,0.0001,8.192662001,4.139266968,1.00556016,0.117791667,0.114,0.117791667,0.114,0.882208333,0,0
45212,1,1,0.1,59.05859923,9.748184919,2.429887056,0.117835716,0.113679089,0.117835716,0.113679089,0.88216,0.00000,0.00000
45212,1,1,0.01,58.31018496,9.831642866,2.518728971,0.117835716,0.113679089,0.117835716,0.113679089,0.882164284,0.00000,0.00000
45212,1,1,0.001,58.35096788,9.836473942,2.480154991,0.117835716,0.113679089,0.117835716,0.113679089,0.882164284,0.00000,0.00000
45212,1,1,0.0001,59.12572408,9.630321026,2.478628874,0.117835716,0.113679089,0.117835716,0.113679089,0.882164284,0.00000,0.00000
45212,1,2,0.1,88.56364083,9.749625206,2.38892293,0.117835716,0.113679089,0.117835716,0.113679089,0.88216,0.00000,0.00000
45212,1,2,0.01,88.41826606,9.790078163,2.58996129,0.117835716,0.113679089,0.117835716,0.113679089,0.882164284,0.00000,0.00000
45212,1,2,0.001,89.22952199,9.892096043,2.351303101,0.117835716,0.113679089,0.117835716,0.113679089,0.882164284,0.00000,0.00000
45212,1,2,0.0001,83.26189828,9.377217054,2.424761057,0.117835716,0.113679089,0.117835716,0.113679089,0.882164284,0.00000,0.00000
45212,1,4,0.1,137.848042,9.162085056,2.218969107,0.117835716,0.113679089,0.117835716,0.113679089,0.88216,0.00000,0.00000
45212,1,4,0.01,138.0238521,9.36066699,2.406946182,0.117835716,0.113679089,0.117835716,0.113679089,0.882164284,0.00000,0.00000
45212,1,4,0.001,140.9850652,9.402134895,2.412778139,0.117835716,0.113679089,0.117835716,0.113679089,0.882164284,0.00000,0.00000
45212,1,4,0.0001,138.911361,9.182594061,2.354912758,0.117835716,0.113679089,0.117835716,0.113679089,0.882164284,0.00000,0.00000
45212,1,8,0.1,1319.099315,10.41954494,2.474997759,0.117835716,0.113679089,0.117835716,0.113679089,0.88216,0.00000,0.00000
45212,1,8,0.01,1365.432798,9.42393899,2.370316029,0.117835716,0.113679089,0.117835716,0.113679089,0.882164284,0.00000,0.00000
45212,1,8,0.001,1275.454601,9.839401007,2.423670769,0.117835716,0.113679089,0.117835716,0.113679089,0.882164284,0.00000,0.00000
45212,1,8,0.0001,1278.738578,9.711947918,2.331215858,0.117835716,0.113679089,0.117835716,0.113679089,0.882164284,0.00000,0.00000
45212,1,16,0.1,9793.311637,6.04391408,1.516746044,0.117835716,0.113679089,0.117835716,0.113679089,0.88216,0.00000,0.00000
45212,1,16,0.01,9457.456681,6.368326902,1.573629141,0.117835716,0.113679089,0.117835716,0.113679089,0.882164284,0.00000,0.00000
45212,1,16,0.001,8469.50488,5.697105885,1.442472935,0.117835716,0.113679089,0.117835716,0.113679089,0.882164284,0.00000,0.00000
45212,1,16,0.0001,8524.466533,6.734894991,1.755676985,0.117835716,0.113679089,0.117835716,0.113679089,0.882164284,0.00000,0.00000
45212,2,1,0.1,40.55862188,10.99519897,2.787671089,0.089690066,0.095985845,0.089690066,0.095985845,0.91031,0.75943,0.34960
45212,2,1,0.01,22.83480501,10.24825096,2.448139906,0.104094667,0.101072653,0.104094667,0.101072653,0.895905333,0.66126,0.23909
45212,2,1,0.001,21.69254136,10.93903399,2.719061136,0.117835716,0.113568506,0.117835716,0.113568506,0.882164284,0.50000,0.00188
45212,2,1,0.0001,22.01544499,10.84070778,2.766374826,0.117835716,0.113679089,0.117835716,0.113679089,0.882164284,0.00000,0.00000
45212,2,2,0.1,58.6088891,10.95815396,2.888678074,0.083635157,0.094880018,0.083635157,0.094880018,0.91636,0.79636,0.38996
45212,2,2,0.01,23.69586802,10.14586496,2.743548155,0.103873483,0.100519739,0.103873483,0.100519739,0.896126517,0.65890,0.24566
45212,2,2,0.001,22.86277127,10.85357094,3.102618217,0.117310404,0.113568506,0.117310404,0.113568506,0.882689596,0.61728,0.01173
45212,2,2,0.0001,22.94229984,10.68965697,2.960542202,0.117835716,0.113679089,0.117835716,0.113679089,0.882164284,0.00000,0.00000
45212,2,4,0.1,71.36207414,10.65818119,2.971003056,0.076584921,0.096649342,0.076584921,0.096649342,0.92342,0.83393,0.43712
45212,2,4,0.01,25.49514484,10.38710403,2.259726286,0.103154635,0.100187991,0.103154635,0.100187991,0.896845365,0.66460,0.25153
45212,2,4,0.001,22.49227595,11.00625086,2.61182189,0.113964998,0.110251023,0.113964998,0.110251023,0.886035002,0.74648,0.04974
45212,2,4,0.0001,22.13900685,10.62154722,2.636312008,0.117835716,0.113679089,0.117835716,0.113679089,0.882164284,0.00000,0.00000
45212,2,8,0.1,73.85805511,10.91106629,2.887290955,0.0700047,0.098860997,0.0700047,0.098860997,0.93000,0.86192,0.48334
45212,2,8,0.01,27.72522998,10.07547212,2.496770144,0.101965772,0.099303329,0.101965772,0.099303329,0.898034228,0.67893,0.25551
45212,2,8,0.001,22.79029703,10.63281012,2.697036028,0.107053001,0.101957315,0.107053001,0.101957315,0.892946999,0.68969,0.16635
45212,2,8,0.0001,22.28045726,10.83867598,2.798471212,0.117835716,0.113679089,0.117835716,0.113679089,0.882164284,0.00000,0.00000
45212,2,16,0.1,111.2317109,11.17282295,2.629437923,0.062235616,0.099524494,0.062235616,0.099524494,0.93776,0.89231,0.53660
45212,2,16,0.01,30.70297289,10.24637699,2.424059868,0.100141005,0.098086918,0.100141005,0.098086918,0.899858995,0.69778,0.26490
45212,2,16,0.001,24.08864784,10.48190498,2.71243,0.106306506,0.102178481,0.106306506,0.102178481,0.893693494,0.66801,0.19451
45212,2,16,0.0001,22.09875679,10.77307177,2.777254105,0.117835716,0.113679089,0.117835716,0.113679089,0.882164284,0.00000,0.00000
45212,3,1,0.1,54.13436103,4.450098038,1.100439787,0.096436175,0.097312839,0.096436175,0.097312839,0.90356,0.74127,0.27898
45212,3,1,0.01,13.77319717,4.777935982,1.192936897,0.108020681,0.102620812,0.108020681,0.102620812,0.891979319,0.70616,0.14266
45212,3,1,0.001,9.18174696,4.980540991,1.435727835,0.117835716,0.113679089,0.117835716,0.113679089,0.882164284,0.00000,0.00000
45212,3,1,0.0001,12.04332685,5.743252993,1.402470827,0.117835716,0.113679089,0.117835716,0.113679089,0.882164284,0.00000,0.00000
45212,3,2,0.1,100.2925413,5.17664814,1.267251968,0.095496143,0.097312839,0.095496143,0.097312839,0.90450,0.74725,0.28649
45212,3,2,0.01,16.46531725,5.866446018,1.461607218,0.10638945,0.101514984,0.10638945,0.101514984,0.89361055,0.69565,0.17269
45212,3,2,0.001,13.85812306,5.965775728,1.500643015,0.117835716,0.113679089,0.117835716,0.113679089,0.882164284,0.00000,0.00000
45212,3,2,0.0001,11.8448391,5.939028978,1.407397032,0.117835716,0.113679089,0.117835716,0.113679089,0.882164284,0.00000,0.00000
45212,3,4,0.1,186.595221,5.324802876,1.265899181,0.094970831,0.097312839,0.094970831,0.097312839,0.90503,0.74687,0.29352
45212,3,4,0.01,17.21869683,5.703788042,1.337385178,0.105477066,0.10096207,0.105477066,0.10096207,0.894522934,0.69452,0.18724
45212,3,4,0.001,15.07837391,6.026652098,1.394662142,0.117835716,0.113679089,0.117835716,0.113679089,0.882164284,0.00000,0.00000
45212,3,4,0.0001,11.81651187,5.782219887,1.428843021,0.117835716,0.113679089,0.117835716,0.113679089,0.882164284,0.00000,0.00000
45212,3,8,0.1,365.8422608,5.236623764,1.23458004,0.094860239,0.09775517,0.094860239,0.09775517,0.90514,0.74398,0.29728
45212,3,8,0.01,17.20995784,5.299281836,1.404824257,0.104619978,0.100187991,0.104619978,0.100187991,0.895380022,0.69655,0.19873
45212,3,8,0.001,16.44892597,6.074719191,1.522748947,0.117835716,0.113679089,0.117835716,0.113679089,0.882164284,0.00000,0.00000
45212,3,8,0.0001,12.15710616,6.05480504,1.507309198,0.117835716,0.113679089,0.117835716,0.113679089,0.882164284,0.00000,0.00000
45212,3,16,0.1,680.1769321,5.132174015,1.442842722,0.094611408,0.097423421,0.094611408,0.097423421,0.90539,0.74138,0.30267
45212,3,16,0.01,17.60974216,5.558943987,1.405833006,0.103099339,0.099966825,0.103099339,0.099966825,0.896900661,0.70968,0.21164
45212,3,16,0.001,15.89135098,5.971998215,1.50249505,0.117835716,0.113679089,0.117835716,0.113679089,0.882164284,0.00000,0.00000
45212,3,16,0.0001,11.88414383,5.755342007,1.502525091,0.117835716,0.113679089,0.117835716,0.113679089,0.882164284,0.00000,0.00000
