sample size, layer size,node size, activation, solver, fit time, train time, test time, train mse, test mse, train mae, test mae, accuracy, precision, recall
8000,3,50,tanh,adam,14.14472389,0.027246952,0.010629177,0.04578125,0.115625,0.04578125,0.115625,0.95421875,0.86244204,0.732283465
1000,3,500,identity,sgd,14.05189705,0.104441166,0.012604237,0.1075,0.105,0.1075,0.105,0.8925,0.607843137,0.319587629
50,5,500,identity,lbfgs,13.90265083,0.005483627,0.002369881,0,0.2,0,0.2,1,1,1
1000,2,500,tanh,sgd,13.90193725,0.026702881,0.005728006,0.1075,0.1,0.1075,0.1,0.8925,0.612244898,0.309278351
30000,2,50,relu,adam,13.88271618,0.048493862,0.011654854,0.069833333,0.094166667,0.069833333,0.094166667,0.930166667,0.794845361,0.546808511
1000,3,500,identity,sgd,13.88088298,0.053215027,0.012705088,0.10625,0.105,0.10625,0.105,0.89375,0.615384615,0.329896907
8000,3,500,logistic,lbfgs,13.83007526,0.626972198,0.194977999,0.1190625,0.111875,0.1190625,0.111875,0.8809375,0,0
3000,2,500,identity,sgd,13.76897979,0.084904909,0.016481161,0.11125,0.111666667,0.11125,0.111666667,0.88875,0.617391304,0.241496599
1000,3,500,logistic,adam,13.69037795,0.152298212,0.015586138,0.10875,0.095,0.10875,0.095,0.89125,0.567567568,0.432989691
10000,4,50,relu,adam,13.61444306,0.030370235,0.010528088,0.022625,0.129,0.022625,0.129,0.977375,0.954599761,0.848195329
3000,5,500,identity,lbfgs,13.58110905,0.283708811,0.084796906,0.112083333,0.111666667,0.112083333,0.111666667,0.887916667,0.603305785,0.24829932
45212,2,50,relu,adam,13.29514098,0.05550909,0.014245987,0.080953303,0.098750415,0.080953303,0.098750415,0.919046697,0.685649203,0.56899811
45212,1,50,tanh,lbfgs,13.27907586,0.04069519,0.012295961,0.080510935,0.101404401,0.080510935,0.101404401,0.919489065,0.710593491,0.526228733
10000,2,50,tanh,lbfgs,13.23232293,0.027072906,0.008209944,0,0.1355,0,0.1355,1,1,1
45212,1,500,logistic,adam,13.17010188,0.304783821,0.078526974,0.102574027,0.10173615,0.102574027,0.10173615,0.897425973,0.583707505,0.430056711
5000,3,50,relu,sgd,13.13640308,0.015642881,0.002938986,0.0965,0.106,0.0965,0.106,0.9035,0.65034965,0.394067797
10000,3,50,relu,adam,12.98683095,0.036919117,0.005237103,0.031125,0.118,0.031125,0.118,0.968875,0.933667084,0.791932059
10000,3,500,identity,lbfgs,12.9483099,0.485006094,0.101229906,0.102125,0.103,0.102125,0.103,0.897875,0.644341801,0.296178344
10000,2,50,logistic,lbfgs,12.82188821,0.058094025,0.007795095,0.055,0.1225,0.055,0.1225,0.945,0.814536341,0.690021231
3000,4,50,tanh,sgd,12.69733882,0.02877903,0.009500265,0.102083333,0.106666667,0.102083333,0.106666667,0.897916667,0.650306748,0.360544218
1000,2,500,identity,sgd,12.66405487,0.09176302,0.004644871,0.10875,0.1,0.10875,0.1,0.89125,0.596153846,0.319587629
3000,3,50,relu,sgd,12.49602103,0.009012938,0.002769947,0.1025,0.11,0.1025,0.11,0.8975,0.633333333,0.387755102
8000,3,500,identity,lbfgs,12.48223996,0.439091921,0.127617121,0.10296875,0.091875,0.10296875,0.091875,0.89703125,0.648414986,0.295275591
8000,3,500,identity,lbfgs,12.428128,0.395462036,0.178482056,0.1028125,0.091875,0.1028125,0.091875,0.8971875,0.649425287,0.296587927
8000,3,50,tanh,sgd,12.32205272,0.027403831,0.009408951,0.1028125,0.096875,0.1028125,0.096875,0.8971875,0.619815668,0.353018373
8000,1,500,tanh,adam,12.29856992,0.161427975,0.029297113,0.10125,0.09625,0.10125,0.09625,0.89875,0.607142857,0.423884514
1000,3,500,relu,lbfgs,12.28454208,0.04881382,0.088227987,0,0.11,0,0.11,1,1,1
5000,3,500,identity,adam,12.18847203,0.283037186,0.043807983,0.10525,0.099,0.10525,0.099,0.89475,0.615384615,0.288135593
5000,3,50,tanh,adam,12.17352509,0.024691105,0.007094145,0.022,0.125,0.022,0.125,0.978,0.924778761,0.88559322
50,3,500,logistic,lbfgs,12.07410002,0.009580135,0.001489162,0,0.2,0,0.2,1,1,1
10000,2,50,relu,adam,12.06953669,0.017454147,0.009618998,0.056,0.1125,0.056,0.1125,0.944,0.844011142,0.643312102
8000,3,50,relu,adam,11.96078014,0.019260883,0.010600805,0.019375,0.13,0.019375,0.13,0.980625,0.882494005,0.965879265
10000,1,50,tanh,adam,11.93747425,0.016403913,0.007396936,0.0785,0.106,0.0785,0.106,0.9215,0.763422819,0.483014862
45212,1,50,tanh,adam,11.84335208,0.073620081,0.011410952,0.089275346,0.095654097,0.089275346,0.095654097,0.910724654,0.676522351,0.45415879
5000,3,500,logistic,sgd,11.82979608,0.415330887,0.056283236,0.118,0.12,0.118,0.12,0.882,0,0
3000,3,500,tanh,adam,11.79932427,0.256921291,0.042140961,0.109166667,0.13,0.109166667,0.13,0.890833333,0.558394161,0.520408163
1000,3,500,logistic,adam,11.70332599,0.051705837,0.015033245,0.1075,0.115,0.1075,0.115,0.8925,0.739130435,0.175257732
100,3,500,tanh,sgd,11.69310999,0.006453991,0.002087116,0.0625,0.1,0.0625,0.1,0.9375,1,0.642857143
1000,3,500,relu,lbfgs,11.53308797,0.072981834,0.024756908,0,0.125,0,0.125,1,1,1
3000,2,500,logistic,adam,11.52789474,0.179491043,0.023196936,0.110833333,0.111666667,0.110833333,0.111666667,0.889166667,0.627272727,0.234693878
10000,3,500,identity,lbfgs,11.5000701,0.472917795,0.097603083,0.102125,0.1035,0.102125,0.1035,0.897875,0.644341801,0.296178344
5000,1,500,relu,lbfgs,11.44164205,0.04379797,0.072720051,0,0.122,0,0.122,1,1,1
100,3,500,tanh,sgd,11.3747201,0.006813049,0.002645969,0.0625,0.15,0.0625,0.15,0.9375,1,0.642857143
30000,3,50,logistic,adam,11.27682495,0.074362993,0.019473314,0.097916667,0.098833333,0.097916667,0.098833333,0.902083333,0.623554154,0.420567376
30000,2,50,relu,sgd,11.25911593,0.045422077,0.012574911,0.100208333,0.0975,0.100208333,0.0975,0.899791667,0.636603028,0.342907801
3000,3,500,identity,adam,11.2230401,0.209257841,0.074049711,0.112083333,0.113333333,0.112083333,0.113333333,0.887916667,0.614678899,0.227891156
30000,1,500,logistic,adam,11.16281605,0.213347912,0.051888227,0.102041667,0.1005,0.102041667,0.1005,0.897958333,0.596064215,0.408156028
3000,4,50,relu,sgd,11.1474719,0.012958288,0.003835917,0.105833333,0.113333333,0.105833333,0.113333333,0.894166667,0.633333333,0.323129252
45212,1,50,logistic,lbfgs,11.03829598,0.03016901,0.008321762,0.082888662,0.095543514,0.082888662,0.095543514,0.917111338,0.695997459,0.517722117
10000,2,50,relu,lbfgs,10.8844471,0.042927027,0.067167044,0.001875,0.131,0.001875,0.131,0.998125,0.993610224,0.99044586
8000,2,50,relu,sgd,10.87974095,0.01423502,0.006293774,0.10078125,0.08875,0.10078125,0.08875,0.89921875,0.654353562,0.325459318
8000,2,50,logistic,lbfgs,10.8772738,0.02627492,0.031885147,0.05625,0.116875,0.05625,0.116875,0.94375,0.805471125,0.695538058
3000,1,500,tanh,lbfgs,10.74070001,0.032359838,0.007259846,0,0.151666667,0,0.151666667,1,1,1
3000,3,500,logistic,sgd,10.7133379,0.293774843,0.045169353,0.1225,0.123333333,0.1225,0.123333333,0.8775,0,0
5000,4,50,tanh,adam,10.70688677,0.028397799,0.009517193,0.026,0.143,0.026,0.143,0.974,0.875510204,0.908898305
10000,4,50,logistic,adam,10.68926787,0.093409777,0.015525103,0.098625,0.105,0.098625,0.105,0.901375,0.642458101,0.366242038
500,5,500,relu,adam,10.63682699,0.091537237,0.018742085,0,0.14,0,0.14,1,1,1
8000,1,500,relu,adam,10.63631606,0.074096918,0.012869835,0.0771875,0.096875,0.0771875,0.096875,0.9228125,0.804545455,0.464566929
30000,1,50,tanh,adam,10.60663199,0.02906394,0.007899761,0.085625,0.0935,0.085625,0.0935,0.914375,0.705755783,0.465248227
8000,2,50,relu,adam,10.42318106,0.011976957,0.005028248,0.0484375,0.109375,0.0484375,0.109375,0.9515625,0.877926421,0.688976378
10000,2,500,logistic,sgd,10.33424687,0.472483873,0.154469967,0.11775,0.118,0.11775,0.118,0.88225,0,0
8000,2,500,identity,adam,10.30222106,0.192883968,0.09230113,0.1078125,0.098125,0.1078125,0.098125,0.8921875,0.579295154,0.345144357
5000,3,500,identity,adam,10.26475215,0.348449707,0.043691874,0.10825,0.108,0.10825,0.108,0.89175,0.608938547,0.230932203
45212,1,50,relu,lbfgs,10.19374514,0.027400017,0.00723505,0.083331029,0.094658852,0.083331029,0.094658852,0.916668971,0.701522171,0.50094518
500,3,500,identity,sgd,10.18555117,0.017656803,0.008459806,0.105,0.1,0.105,0.1,0.895,0.461538462,0.146341463
100,5,500,relu,lbfgs,10.13931513,0.00819397,0.003735065,0,0.1,0,0.1,1,1,1
10000,1,500,tanh,adam,10.13452792,0.150575876,0.03193903,0.09575,0.106,0.09575,0.106,0.90425,0.681069959,0.351380042
500,2,500,tanh,sgd,10.0881362,0.024410009,0.006574154,0.1025,0.11,0.1025,0.11,0.8975,0.5,0.170731707
5000,3,50,logistic,lbfgs,10.04986286,0.01647687,0.006452799,0.036,0.13,0.036,0.13,0.964,0.836065574,0.86440678
100,5,500,tanh,lbfgs,9.790765047,0.014976025,0.006573677,0,0.15,0,0.15,1,1,1
500,3,500,tanh,lbfgs,9.616518974,0.028298855,0.025254011,0,0.14,0,0.14,1,1,1
5000,4,50,tanh,sgd,9.615398884,0.027177811,0.005832911,0.10475,0.105,0.10475,0.105,0.89525,0.590443686,0.366525424
45212,1,50,relu,sgd,9.610999107,0.038201809,0.01446104,0.100251597,0.098529249,0.100251597,0.098529249,0.899748403,0.646235521,0.316398866
1000,5,500,logistic,adam,9.607989073,0.087519884,0.039152145,0.12125,0.12,0.12125,0.12,0.87875,0,0
5000,3,500,logistic,sgd,9.514045,0.339004993,0.139689922,0.118,0.12,0.118,0.12,0.882,0,0
5000,2,50,tanh,adam,9.426843882,0.018599749,0.080285072,0.0455,0.129,0.0455,0.129,0.9545,0.869897959,0.722457627
30000,1,50,tanh,lbfgs,9.368798018,0.030018091,0.009515047,0.073833333,0.096333333,0.073833333,0.096333333,0.926166667,0.740366972,0.572340426
3000,3,500,identity,adam,9.363023758,0.232154846,0.062530994,0.111666667,0.118333333,0.111666667,0.118333333,0.888333333,0.589041096,0.292517007
100,3,500,relu,sgd,9.355212688,0.006342888,0.006544113,0.1375,0.15,0.1375,0.15,0.8625,1,0.214285714
45212,1,50,tanh,sgd,9.33446002,0.046300173,0.014517307,0.099781581,0.098197501,0.099781581,0.098197501,0.900218419,0.627298733,0.362712665
500,3,500,tanh,lbfgs,9.308408976,0.03130579,0.020092964,0,0.13,0,0.13,1,1,1
8000,2,50,relu,lbfgs,9.280450106,0.014106035,0.006208181,0.00171875,0.124375,0.00171875,0.124375,0.99828125,0.992136304,0.99343832
3000,3,50,tanh,adam,9.274717093,0.012794733,0.004020929,0.02625,0.13,0.02625,0.13,0.97375,0.942528736,0.836734694
10000,2,50,tanh,sgd,9.214624166,0.055778027,0.009800911,0.09925,0.106,0.09925,0.106,0.90075,0.640151515,0.35881104
5000,4,50,relu,lbfgs,9.059182167,0.013522863,0.004954815,0,0.146,0,0.146,1,1,1
3000,3,50,tanh,sgd,8.994311094,0.015458107,0.005252123,0.109166667,0.108333333,0.109166667,0.108333333,0.890833333,0.6,0.326530612
8000,4,50,relu,adam,8.941966772,0.084125042,0.025737047,0.03203125,0.125,0.03203125,0.125,0.96796875,0.827262045,0.923884514
10000,1,50,logistic,sgd,8.877932072,0.022985935,0.00265789,0.10325,0.103,0.10325,0.103,0.89675,0.660220994,0.253715499
45212,1,50,relu,adam,8.852754116,0.027687073,0.00852108,0.091763665,0.094769435,0.091763665,0.094769435,0.908236335,0.691084136,0.390122873
100,3,500,identity,sgd,8.847374916,0.005697966,0.002222061,0.0625,0.1,0.0625,0.1,0.9375,1,0.642857143
500,2,500,relu,adam,8.771031141,0.012392998,0.00379014,0,0.14,0,0.14,1,1,1
3000,2,50,relu,adam,8.766890049,0.004189014,0.005476236,0.0125,0.128333333,0.0125,0.128333333,0.9875,0.985294118,0.911564626
3000,2,50,relu,sgd,8.752650976,0.004886866,0.002532005,0.104583333,0.113333333,0.104583333,0.113333333,0.895416667,0.646258503,0.323129252
100,3,500,identity,sgd,8.699200153,0.006034851,0.002424002,0.0625,0.1,0.0625,0.1,0.9375,1,0.642857143
500,3,500,identity,sgd,8.687590837,0.015550852,0.005742073,0.1025,0.1,0.1025,0.1,0.8975,0.5,0.170731707
5000,3,500,identity,lbfgs,8.674999952,0.269572973,0.080722094,0.107,0.105,0.107,0.105,0.893,0.601851852,0.275423729
5000,3,50,tanh,sgd,8.666623116,0.023529053,0.007211924,0.10375,0.103,0.10375,0.103,0.89625,0.602150538,0.355932203
8000,2,500,logistic,sgd,8.543003082,0.309547901,0.117996931,0.1190625,0.111875,0.1190625,0.111875,0.8809375,0,0
5000,3,500,identity,lbfgs,8.507560968,0.223381996,0.064743996,0.107,0.106,0.107,0.106,0.893,0.601851852,0.275423729
8000,1,50,tanh,adam,8.492184877,0.012763023,0.003148079,0.0778125,0.1,0.0778125,0.1,0.9221875,0.752873563,0.515748031
5000,2,50,relu,adam,8.412060022,0.007544041,0.002111912,0.04325,0.132,0.04325,0.132,0.95675,0.80698152,0.832627119
50,3,500,identity,sgd,8.35640192,0.006864786,0.002031088,0.05,0.1,0.05,0.1,0.95,1,0.6
5000,2,50,relu,sgd,8.276900768,0.010516882,0.003177166,0.09875,0.102,0.09875,0.102,0.90125,0.646387833,0.360169492
100,5,500,identity,lbfgs,8.26447916,0.010225773,0.004463911,0,0.1,0,0.1,1,1,1
5000,4,50,tanh,lbfgs,8.244657993,0.023675919,0.009127855,0,0.132,0,0.132,1,1,1
8000,1,50,relu,adam,8.205999136,0.007004023,0.005329847,0.084375,0.09375,0.084375,0.09375,0.915625,0.736170213,0.454068241
50,5,500,tanh,lbfgs,8.125635147,0.012314081,0.004471064,0,0.2,0,0.2,1,1,1
50,3,500,identity,sgd,8.125189781,0.00737524,0.002891064,0.05,0.1,0.05,0.1,0.95,1,0.6
3000,3,500,logistic,sgd,8.046122074,0.321009874,0.058601141,0.1225,0.123333333,0.1225,0.123333333,0.8775,0,0
10000,1,50,relu,adam,8.002409935,0.008009911,0.004994631,0.0835,0.1005,0.0835,0.1005,0.9165,0.750915751,0.435244161
5000,4,50,relu,adam,8.001051188,0.015965939,0.008275986,0.003,0.142,0.003,0.142,0.997,0.975206612,1
500,3,500,relu,lbfgs,7.995771885,0.038670778,0.026571035,0,0.17,0,0.17,1,1,1
500,3,500,relu,adam,7.859165907,0.019545078,0.008516788,0,0.14,0,0.14,1,1,1
10000,1,500,tanh,sgd,7.857405901,0.179241896,0.031671047,0.10175,0.103,0.10175,0.103,0.89825,0.646788991,0.299363057
500,3,500,relu,adam,7.74793601,0.026126146,0.01957202,0,0.14,0,0.14,1,1,1
3000,2,50,tanh,adam,7.747390985,0.006851912,0.002161264,0.049583333,0.125,0.049583333,0.125,0.950416667,0.866108787,0.704081633
30000,1,500,tanh,sgd,7.743377924,0.245709896,0.061357021,0.104,0.102666667,0.104,0.102666667,0.896,0.627962085,0.281914894
3000,3,500,logistic,lbfgs,7.739033937,0.425812006,0.204797029,0.1225,0.123333333,0.1225,0.123333333,0.8775,0,0
8000,1,50,logistic,sgd,7.638949156,0.013607979,0.003204107,0.106875,0.099375,0.106875,0.099375,0.893125,0.666666667,0.204724409
100,3,500,relu,sgd,7.634741068,0.007853031,0.00464201,0.1125,0.15,0.1125,0.15,0.8875,1,0.357142857
8000,2,50,tanh,lbfgs,7.610534906,0.066805124,0.008657932,0,0.14375,0,0.14375,1,1,1
50,3,500,tanh,sgd,7.57886219,0.003957987,0.002695799,0.075,0.1,0.075,0.1,0.925,1,0.4
100,2,500,logistic,lbfgs,7.566493988,0.003320694,0.001219034,0,0.1,0,0.1,1,1,1
30000,1,50,relu,lbfgs,7.484866142,0.019598246,0.005824089,0.079958333,0.095166667,0.079958333,0.095166667,0.920041667,0.719434973,0.523758865
3000,1,500,relu,lbfgs,7.474183083,0.023015976,0.005841017,0,0.145,0,0.145,1,1,1
10000,2,50,tanh,adam,7.457294941,0.120205164,0.004083872,0.082125,0.1015,0.082125,0.1015,0.917875,0.745266781,0.459660297
3000,3,50,logistic,lbfgs,7.413341045,0.01305294,0.009262085,0.040416667,0.131666667,0.040416667,0.131666667,0.959583333,0.845614035,0.819727891
8000,1,500,tanh,sgd,7.378583193,0.143093109,0.025307178,0.1040625,0.090625,0.1040625,0.090625,0.8959375,0.643712575,0.282152231
10000,1,50,relu,sgd,7.259104013,0.068043947,0.002907991,0.097875,0.099,0.097875,0.099,0.902125,0.672451193,0.329087049
500,2,500,identity,sgd,7.179052114,0.012737989,0.005331039,0.1025,0.1,0.1025,0.1,0.8975,0.5,0.170731707
5000,1,500,tanh,sgd,7.16651988,0.069813013,0.020321131,0.106,0.104,0.106,0.104,0.894,0.614285714,0.273305085
5000,1,500,tanh,adam,7.148531914,0.056291103,0.015341759,0.101,0.103,0.101,0.103,0.899,0.621428571,0.368644068
10000,1,50,tanh,lbfgs,6.977564812,0.017466307,0.010893106,0.025375,0.142,0.025375,0.142,0.974625,0.92036405,0.85881104
50,3,500,tanh,sgd,6.965323925,0.004585981,0.001563072,0.05,0.1,0.05,0.1,0.95,1,0.6
3000,4,50,tanh,lbfgs,6.945438862,0.024229765,0.010221958,0,0.135,0,0.135,1,1,1
45212,1,500,tanh,sgd,6.895949125,0.357568026,0.091546059,0.103154635,0.100409156,0.103154635,0.100409156,0.896845365,0.627740948,0.290879017
1000,1,500,relu,adam,6.879939795,0.007800102,0.002460957,0.02,0.105,0.02,0.105,0.98,0.976470588,0.855670103
3000,4,50,relu,lbfgs,6.837320089,0.010818005,0.005032063,0,0.121666667,0,0.121666667,1,1,1
5000,2,500,identity,adam,6.80737114,0.184400797,0.024080038,0.10625,0.102,0.10625,0.102,0.89375,0.610328638,0.275423729
5000,2,50,logistic,lbfgs,6.644304991,0.055242777,0.013311863,0.00125,0.135,0.00125,0.135,0.99875,0.997867804,0.991525424
30000,1,50,relu,adam,6.611562967,0.019023895,0.005157948,0.090041667,0.0975,0.090041667,0.0975,0.909958333,0.679564033,0.442198582
45212,4,50,identity,adam,6.602057934,0.084345818,0.02220583,0.104619978,0.103284308,0.104619978,0.103284308,0.895380022,0.658415842,0.219990548
5000,3,50,relu,lbfgs,6.553348064,0.071825027,0.006835938,0,0.119,0,0.119,1,1,1
50,3,500,relu,sgd,6.535125017,0.00807023,0.001900911,0.125,0.1,0.125,0.1,0.875,0,0
1000,2,500,logistic,adam,6.531807899,0.032587051,0.008078814,0.11,0.11,0.11,0.11,0.89,0.591836735,0.298969072
3000,3,500,identity,lbfgs,6.487644911,0.27006793,0.056602716,0.112083333,0.111666667,0.112083333,0.111666667,0.887916667,0.603305785,0.24829932
500,3,500,relu,lbfgs,6.446196795,0.021131754,0.023090124,0,0.15,0,0.15,1,1,1
5000,3,50,tanh,lbfgs,6.407653809,0.020959139,0.007110834,0,0.119,0,0.119,1,1,1
1000,5,500,identity,adam,6.367486954,0.072224855,0.028672934,0.10375,0.095,0.10375,0.095,0.89625,0.625,0.360824742
10000,2,500,identity,lbfgs,6.242583036,0.248872995,0.05386591,0.102125,0.1035,0.102125,0.1035,0.897875,0.644341801,0.296178344
1000,3,500,identity,lbfgs,6.237306833,0.049530029,0.034422874,0.1075,0.105,0.1075,0.105,0.8925,0.6,0.340206186
3000,3,500,identity,lbfgs,6.217396021,0.270843029,0.033760071,0.112083333,0.111666667,0.112083333,0.111666667,0.887916667,0.603305785,0.24829932
8000,2,500,identity,lbfgs,6.176579714,0.248461008,0.112809181,0.10296875,0.091875,0.10296875,0.091875,0.89703125,0.648414986,0.295275591
5000,2,500,logistic,sgd,6.153546095,0.216310978,0.037345171,0.118,0.12,0.118,0.12,0.882,0,0
3000,2,500,logistic,sgd,6.093466043,0.230485916,0.025960207,0.1225,0.123333333,0.1225,0.123333333,0.8775,0,0
30000,1,50,tanh,sgd,6.081629038,0.029502869,0.011538982,0.101833333,0.1,0.101833333,0.1,0.898166667,0.615196078,0.356028369
5000,3,50,relu,adam,6.021530867,0.030241966,0.00394702,0.0285,0.112,0.0285,0.112,0.9715,0.908675799,0.843220339
45212,1,50,logistic,sgd,6.004763842,0.040764809,0.014557123,0.103182283,0.100740905,0.103182283,0.100740905,0.896817717,0.622189638,0.300803403
50,3,500,relu,sgd,5.973230839,0.005176067,0.001682043,0.125,0.1,0.125,0.1,0.875,0,0
30000,1,50,relu,sgd,5.908043861,0.027147055,0.009375095,0.100666667,0.098,0.100666667,0.098,0.899333333,0.63538874,0.336170213
50,5,500,relu,lbfgs,5.855594873,0.031040907,0.003892183,0,0.1,0,0.1,1,1,1
50,2,500,logistic,lbfgs,5.817985058,0.002180099,0.00108099,0,0.2,0,0.2,1,1,1
10000,1,50,logistic,lbfgs,5.816178083,0.011198997,0.006438255,0.04125,0.129,0.04125,0.129,0.95875,0.860849057,0.774946921
1000,3,500,identity,lbfgs,5.733511209,0.053512335,0.076715708,0.1075,0.105,0.1075,0.105,0.8925,0.6,0.340206186
1000,2,500,relu,lbfgs,5.687061071,0.022258997,0.007914066,0,0.125,0,0.125,1,1,1
8000,1,50,tanh,lbfgs,5.68484211,0.01159811,0.002747297,0.00046875,0.133125,0.00046875,0.133125,0.99953125,0.997378768,0.998687664
5000,1,50,tanh,adam,5.6194098,0.00662303,0.001636982,0.06925,0.109,0.06925,0.109,0.93075,0.794561934,0.55720339
8000,1,50,relu,sgd,5.610811234,0.073734045,0.001290083,0.10109375,0.093125,0.10109375,0.093125,0.89890625,0.657534247,0.31496063
5000,2,50,tanh,sgd,5.536092043,0.010059118,0.005590916,0.103,0.107,0.103,0.107,0.897,0.613636364,0.343220339
1000,5,500,logistic,lbfgs,5.518391132,0.09920001,0.102654934,0.12125,0.12,0.12125,0.12,0.87875,0,0
3000,4,50,logistic,adam,5.504210949,0.019754887,0.023515701,0.123333333,0.121666667,0.123333333,0.121666667,0.876666667,0,0
10000,2,50,logistic,adam,5.456532955,0.024288893,0.009423733,0.100125,0.101,0.100125,0.101,0.899875,0.613893376,0.403397028
1000,3,500,identity,adam,5.445258856,0.037240982,0.011012077,0.105,0.09,0.105,0.09,0.895,0.622641509,0.340206186
10000,1,50,relu,lbfgs,5.414335966,0.058325291,0.013491154,0.056875,0.127,0.056875,0.127,0.943125,0.810983397,0.674097665
500,5,500,identity,lbfgs,5.412263155,0.034279108,0.016501904,0.1,0.1,0.1,0.1,0.9,0.533333333,0.195121951
5000,1,50,relu,adam,5.289108038,0.003749132,0.004442692,0.075,0.107,0.075,0.107,0.925,0.751461988,0.544491525
3000,3,50,relu,adam,5.206576824,0.085728168,0.003245831,0.012083333,0.15,0.012083333,0.15,0.987916667,0.946127946,0.955782313
3000,4,50,tanh,adam,5.161276102,0.027748108,0.005805016,0.067916667,0.126666667,0.067916667,0.126666667,0.932083333,0.807511737,0.585034014
100,2,500,relu,sgd,5.150307894,0.003886938,0.001055956,0.1,0.15,0.1,0.15,0.9,1,0.428571429
3000,1,500,tanh,sgd,5.126283884,0.030369759,0.007323265,0.110416667,0.11,0.110416667,0.11,0.889583333,0.621848739,0.25170068
8000,2,50,tanh,sgd,5.102581024,0.027952909,0.009943008,0.10390625,0.09625,0.10390625,0.09625,0.89609375,0.623409669,0.32152231
100,5,500,logistic,lbfgs,5.084815025,0.028003931,0.015861034,0.175,0.15,0.175,0.15,0.825,0,0
8000,1,50,logistic,lbfgs,5.022289991,0.068652868,0.004088163,0.0296875,0.125,0.0296875,0.125,0.9703125,0.900560224,0.843832021
30000,1,50,logistic,sgd,5.008602858,0.026215076,0.010949135,0.103875,0.103333333,0.103875,0.103333333,0.896125,0.627435698,0.285460993
100,2,500,tanh,sgd,4.965941906,0.003629923,0.001988888,0.0625,0.1,0.0625,0.1,0.9375,1,0.642857143
5000,1,50,logistic,sgd,4.89846921,0.015565872,0.00209713,0.11475,0.114,0.11475,0.114,0.88525,0.614035088,0.074152542
8000,4,50,logistic,adam,4.883069038,0.063692093,0.031711102,0.10671875,0.0975,0.10671875,0.0975,0.89328125,0.623824451,0.261154856
3000,1,50,relu,adam,4.855461121,0.003896952,0.001678228,0.0775,0.105,0.0775,0.105,0.9225,0.772727273,0.520408163
3000,2,500,identity,adam,4.841856956,0.084007263,0.020612717,0.1125,0.118333333,0.1125,0.118333333,0.8875,0.617647059,0.214285714
500,2,500,tanh,lbfgs,4.819717884,0.040728092,0.007808685,0,0.15,0,0.15,1,1,1
3000,1,50,tanh,adam,4.703260183,0.004775047,0.002701044,0.078333333,0.121666667,0.078333333,0.121666667,0.921666667,0.781914894,0.5
50,3,500,identity,lbfgs,4.676044941,0.002219915,0.001271009,0,0.2,0,0.2,1,1,1
3000,2,50,logistic,lbfgs,4.661525011,0.010406017,0.006019115,0.00875,0.135,0.00875,0.135,0.99125,0.965870307,0.962585034
3000,1,50,relu,sgd,4.658866882,0.00472784,0.001697063,0.1075,0.106666667,0.1075,0.106666667,0.8925,0.64516129,0.272108844
5000,2,500,identity,lbfgs,4.638165236,0.153286219,0.03256321,0.1075,0.104,0.1075,0.104,0.8925,0.596330275,0.275423729
50,3,500,identity,lbfgs,4.591624737,0.002468109,0.001327991,0,0.2,0,0.2,1,1,1
100,3,500,identity,lbfgs,4.587198973,0.004968166,0.002207041,0,0.1,0,0.1,1,1,1
100,3,500,tanh,lbfgs,4.586608887,0.018071175,0.023519993,0,0.15,0,0.15,1,1,1
100,2,500,tanh,adam,4.541846991,0.009251833,0.001750946,0,0.15,0,0.15,1,1,1
50,2,500,identity,sgd,4.503881931,0.003345013,0.001173019,0.05,0.1,0.05,0.1,0.95,1,0.6
30000,1,500,identity,sgd,4.474112034,0.227988005,0.073354006,0.104041667,0.1025,0.104041667,0.1025,0.895958333,0.630769231,0.276241135
1000,1,500,relu,sgd,4.424032927,0.006468773,0.001364231,0.10375,0.11,0.10375,0.11,0.89625,0.733333333,0.226804124
30000,1,500,identity,lbfgs,4.403257132,0.204173803,0.205980062,0.104,0.102,0.104,0.102,0.896,0.632137031,0.274822695
3000,1,50,logistic,sgd,4.369896412,0.006223202,0.000936985,0.122916667,0.123333333,0.122916667,0.123333333,0.877083333,0,0
3000,4,50,relu,adam,4.366034031,0.011727333,0.00316906,0.001666667,0.118333333,0.001666667,0.118333333,0.998333333,0.996575342,0.989795918
8000,1,50,relu,lbfgs,4.363919973,0.005134106,0.00231576,0.04671875,0.12,0.04671875,0.12,0.95328125,0.847076462,0.741469816
3000,3,50,tanh,lbfgs,4.348203897,0.020192862,0.01984787,0,0.16,0,0.16,1,1,1
100,2,500,identity,adam,4.312046051,0.00619483,0.001587868,0,0.15,0,0.15,1,1,1
5000,2,50,relu,lbfgs,4.292803049,0.006302834,0.00306797,0,0.132,0,0.132,1,1,1
50,3,500,tanh,lbfgs,4.289411068,0.055984735,0.002441883,0,0.2,0,0.2,1,1,1
1000,3,50,relu,adam,4.261326075,0.003007174,0.000803947,0,0.105,0,0.105,1,1,1
3000,3,50,relu,lbfgs,4.241106033,0.006318092,0.003501177,0,0.148333333,0,0.148333333,1,1,1
1000,1,500,tanh,sgd,4.132400751,0.008951902,0.002397776,0.1075,0.105,0.1075,0.105,0.8925,0.612244898,0.309278351
500,5,500,identity,adam,4.119885921,0.040516138,0.016949177,0.095,0.1,0.095,0.1,0.905,0.588235294,0.243902439
50,3,500,tanh,lbfgs,4.099295139,0.003182888,0.001473188,0,0.2,0,0.2,1,1,1
