sample size, layer size,node size, activation, solver, fit time, train time, test time, train mse, test mse, train mae, test mae, accuracy, precision, recall
45212,3,50,tanh,lbfgs,45.65307021,0.135776758,0.040678263,0.053609445,0.107707619,0.053609445,0.107707619,0.946390555,0.802906209,0.718100189
45212,3,50,tanh,sgd,45.44432402,0.121936798,0.028491974,0.094749647,0.093884773,0.094749647,0.093884773,0.905250353,0.647489923,0.417533081
8000,3,500,tanh,sgd,45.2414732,0.684531927,0.175787687,0.103125,0.0925,0.103125,0.0925,0.896875,0.64010989,0.305774278
45212,4,50,relu,lbfgs,44.89550328,0.111702919,0.032165051,0.07509193,0.101072653,0.07509193,0.101072653,0.92490807,0.7097399,0.606096408
30000,1,500,relu,adam,44.89260197,0.168433905,0.043110847,0.062458333,0.098833333,0.062458333,0.098833333,0.937541667,0.845992666,0.572695035
1000,3,500,tanh,adam,44.82536602,0.062033176,0.01570797,0,0.115,0,0.115,1,1,1
30000,4,50,relu,sgd,44.79932189,0.10145092,0.020770073,0.094625,0.099166667,0.094625,0.099166667,0.905375,0.655524079,0.410283688
3000,5,500,logistic,adam,44.68649125,0.544424057,0.083619833,0.1125,0.113333333,0.1125,0.113333333,0.8875,0.611111111,0.224489796
45212,1,500,relu,sgd,44.4260211,0.27828002,0.071609974,0.098399182,0.098639832,0.098399182,0.098639832,0.901600818,0.648042235,0.348062382
45212,4,50,relu,adam,44.27126598,0.127815008,0.032719135,0.040144875,0.113568506,0.040144875,0.113568506,0.959855125,0.83542471,0.81805293
1000,5,500,tanh,adam,43.81991625,0.107103109,0.051102161,0,0.11,0,0.11,1,1,1
10000,1,500,relu,lbfgs,43.38194394,0.083467007,0.026848793,0.000125,0.129,0.000125,0.129,0.999875,0.998939555,1
8000,1,500,logistic,sgd,43.2325151,0.07084012,0.016968012,0.10578125,0.095,0.10578125,0.095,0.89421875,0.660377358,0.229658793
5000,5,500,logistic,adam,43.08401918,0.693220139,0.159750938,0.1045,0.108,0.1045,0.108,0.8955,0.566831683,0.485169492
45212,3,500,identity,sgd,42.94727397,1.136350393,0.289625883,0.102352844,0.101183236,0.102352844,0.101183236,0.897647156,0.636036961,0.292769376
10000,2,500,logistic,adam,41.83341312,0.497982979,0.091171026,0.10275,0.1055,0.10275,0.1055,0.89725,0.612359551,0.347133758
30000,4,50,tanh,lbfgs,41.53704309,0.120389223,0.033638954,0.048583333,0.102333333,0.048583333,0.102333333,0.951416667,0.849830795,0.712411348
5000,2,500,relu,lbfgs,41.50945282,0.210491896,0.035413027,0,0.115,0,0.115,1,1,1
30000,3,500,identity,lbfgs,41.06698227,1.505308151,0.407560825,0.103875,0.101666667,0.103875,0.101666667,0.896125,0.633469388,0.275177305
8000,1,500,logistic,lbfgs,40.87420416,0.166389942,0.02803874,0.0865625,0.10625,0.0865625,0.10625,0.9134375,0.694029851,0.488188976
8000,3,500,logistic,adam,40.63850188,0.558451891,0.175316811,0.11265625,0.100625,0.11265625,0.100625,0.88734375,0.529927007,0.476377953
5000,3,500,relu,adam,40.2712357,0.351815939,0.053313017,0.019,0.118,0.019,0.118,0.981,0.936123348,0.900423729
10000,3,500,logistic,adam,40.100564,0.848818064,0.202007771,0.1045,0.1055,0.1045,0.1055,0.8955,0.571621622,0.449044586
10000,3,500,identity,adam,40.0501461,0.520940781,0.087322235,0.10225,0.101,0.10225,0.101,0.89775,0.649758454,0.285562633
30000,5,500,logistic,sgd,39.87751603,1.984298944,0.509490013,0.1175,0.115166667,0.1175,0.115166667,0.8825,0,0
45212,3,50,logistic,lbfgs,39.64639211,0.100574017,0.029319048,0.090989521,0.095543514,0.090989521,0.095543514,0.909010479,0.655024712,0.469754253
45212,3,500,logistic,adam,39.21883321,1.571025133,0.409340858,0.105477066,0.102731394,0.105477066,0.102731394,0.894522934,0.59693166,0.303402647
10000,1,500,relu,adam,39.07714725,0.075845957,0.020378828,0.046,0.114,0.046,0.114,0.954,0.886792453,0.6985138
10000,3,500,identity,adam,38.69321084,0.50460887,0.102035761,0.107375,0.1085,0.107375,0.1085,0.892625,0.577861163,0.326963907
10000,5,500,identity,sgd,37.71696615,0.938660145,0.184316874,0.10225,0.104,0.10225,0.104,0.89775,0.646919431,0.289808917
500,3,500,logistic,lbfgs,37.6784842,0.028220892,0.025684118,0.0075,0.15,0.0075,0.15,0.9925,0.975,0.951219512
500,3,500,logistic,lbfgs,37.50298023,0.024501085,0.022258043,0.0375,0.12,0.0375,0.12,0.9625,0.90625,0.707317073
30000,2,50,logistic,lbfgs,37.31752801,0.144240141,0.016488075,0.087833333,0.094333333,0.087833333,0.094333333,0.912166667,0.670009551,0.49751773
45212,3,500,logistic,lbfgs,37.20827317,1.564335108,0.4039011,0.117006276,0.116996572,0.117006276,0.116996572,0.882993724,0,0
30000,2,50,tanh,adam,37.01788902,0.089436054,0.020598173,0.054125,0.102833333,0.054125,0.102833333,0.945875,0.816479401,0.695744681
30000,1,500,relu,sgd,36.95234728,0.177428961,0.043902159,0.099291667,0.097666667,0.099291667,0.097666667,0.900708333,0.649350649,0.336879433
10000,2,500,tanh,sgd,36.92099094,0.400590181,0.146017075,0.1025,0.105,0.1025,0.105,0.8975,0.637387387,0.300424628
30000,4,50,tanh,sgd,36.79844189,0.116852045,0.027698994,0.096833333,0.0985,0.096833333,0.0985,0.903166667,0.648325359,0.384397163
45212,3,50,relu,lbfgs,36.38825393,0.086033821,0.025655985,0.069811164,0.104500719,0.069811164,0.104500719,0.930188836,0.741033606,0.620037807
30000,3,500,identity,lbfgs,36.09806681,1.405282021,0.477802038,0.103958333,0.101833333,0.103958333,0.101833333,0.896041667,0.632869992,0.274468085
45212,3,500,logistic,lbfgs,36.09102321,1.569156885,0.403244019,0.117006276,0.116996572,0.117006276,0.116996572,0.882993724,0,0
8000,3,500,identity,sgd,35.27488089,0.452821016,0.078811884,0.10296875,0.091875,0.10296875,0.091875,0.89703125,0.649275362,0.293963255
30000,3,500,logistic,adam,35.18806887,1.110650063,0.277886868,0.106583333,0.104833333,0.106583333,0.104833333,0.893416667,0.607377049,0.262765957
1000,2,500,logistic,lbfgs,35.11566114,0.115720987,0.009774208,0.07625,0.12,0.07625,0.12,0.92375,0.719512195,0.608247423
45212,3,500,logistic,sgd,34.90647197,1.562102079,0.406131983,0.117006276,0.116996572,0.117006276,0.116996572,0.882993724,0,0
8000,3,500,logistic,adam,34.57310104,0.594927788,0.16743803,0.10765625,0.09625,0.10765625,0.09625,0.89234375,0.590123457,0.313648294
3000,2,500,relu,lbfgs,34.5026269,0.085912228,0.12161684,0,0.13,0,0.13,1,1,1
3000,3,500,tanh,sgd,34.00160217,0.345697641,0.055288076,0.1125,0.111666667,0.1125,0.111666667,0.8875,0.595238095,0.255102041
8000,2,500,tanh,sgd,33.65163016,0.452464104,0.139769793,0.1040625,0.091875,0.1040625,0.091875,0.8959375,0.637142857,0.292650919
10000,3,500,logistic,adam,33.47325897,0.757181168,0.183539867,0.10425,0.1045,0.10425,0.1045,0.89575,0.600371747,0.342887473
3000,3,500,tanh,sgd,33.22809196,0.282450199,0.120358229,0.1125,0.111666667,0.1125,0.111666667,0.8875,0.592307692,0.261904762
30000,3,50,tanh,sgd,33.03176117,0.087325811,0.019500971,0.097375,0.098166667,0.097375,0.098166667,0.902625,0.643835616,0.383333333
1000,5,500,tanh,sgd,32.93282413,0.12616539,0.050525904,0.10875,0.09,0.10875,0.09,0.89125,0.592592593,0.329896907
500,3,500,relu,sgd,32.88017797,0.033770084,0.04689908,0.1025,0.12,0.1025,0.12,0.8975,0,0
10000,3,500,identity,sgd,32.86735106,0.600428104,0.079685926,0.102125,0.1025,0.102125,0.1025,0.897875,0.645687646,0.294055202
5000,3,500,logistic,adam,32.84211397,0.338878155,0.13098979,0.1055,0.108,0.1055,0.108,0.8945,0.557077626,0.516949153
10000,4,50,relu,sgd,32.61797285,0.122664928,0.009387016,0.095,0.104,0.095,0.104,0.905,0.668518519,0.383227176
45212,3,500,identity,lbfgs,32.58906198,1.166104078,0.319522142,0.102878155,0.10096207,0.102878155,0.10096207,0.897121845,0.635687732,0.282844991
45212,4,50,logistic,adam,32.41861415,0.141757011,0.035913229,0.094998479,0.09775517,0.094998479,0.09775517,0.905001521,0.623602484,0.474480151
30000,4,50,relu,lbfgs,32.27958822,0.077073336,0.023140907,0.050625,0.1095,0.050625,0.1095,0.949375,0.807825086,0.746808511
10000,5,500,logistic,sgd,32.11965275,1.303740025,0.340187788,0.11775,0.118,0.11775,0.118,0.88225,0,0
45212,3,500,identity,lbfgs,32.0848012,1.179972172,0.312615156,0.102822859,0.100851487,0.102822859,0.100851487,0.897177141,0.636508781,0.282608696
3000,2,500,relu,adam,31.87785769,0.156314135,0.022301197,0.020416667,0.14,0.020416667,0.14,0.979583333,0.906976744,0.928571429
10000,1,500,logistic,sgd,31.79410195,0.144872904,0.094419956,0.102125,0.101,0.102125,0.101,0.897875,0.675070028,0.255838641
10000,2,500,identity,adam,31.60609174,0.254752874,0.056494713,0.103625,0.1035,0.103625,0.1035,0.896375,0.644501279,0.267515924
8000,2,500,logistic,adam,31.57731104,0.402879,0.130744219,0.105,0.1,0.105,0.1,0.895,0.587548638,0.396325459
30000,4,50,relu,adam,31.45844817,0.131175995,0.032678843,0.030375,0.109833333,0.030375,0.109833333,0.969625,0.892013498,0.843617021
500,3,500,relu,sgd,31.31480241,0.025717974,0.009529114,0.1025,0.12,0.1025,0.12,0.8975,0,0
10000,4,50,tanh,lbfgs,31.08559895,0.070828199,0.081040144,0,0.126,0,0.126,1,1,1
30000,2,500,identity,sgd,30.73933291,0.798363209,0.23614502,0.104583333,0.102166667,0.104583333,0.102166667,0.895416667,0.634315425,0.259574468
30000,3,50,tanh,lbfgs,30.48186398,0.090448141,0.026599884,0.033833333,0.111166667,0.033833333,0.111166667,0.966166667,0.885560676,0.817730496
45212,3,500,logistic,sgd,30.42059898,1.570115089,0.401572943,0.117006276,0.116996572,0.117006276,0.116996572,0.882993724,0,0
10000,5,500,logistic,lbfgs,30.37556815,1.308085918,0.298654318,0.11775,0.118,0.11775,0.118,0.88225,0,0
3000,3,500,relu,adam,30.25359368,0.226617098,0.028830051,0.02875,0.116666667,0.02875,0.116666667,0.97125,0.982832618,0.778911565
10000,1,500,relu,sgd,30.0786891,0.077697992,0.022556305,0.097375,0.1035,0.097375,0.1035,0.902625,0.673773987,0.335456476
5000,3,500,identity,sgd,29.9810679,0.263836861,0.072244167,0.10675,0.104,0.10675,0.104,0.89325,0.601809955,0.281779661
8000,1,500,relu,lbfgs,29.97596002,0.138368845,0.015552044,0,0.126875,0,0.126875,1,1,1
30000,5,500,logistic,lbfgs,29.26239991,1.928581238,0.526813269,0.1175,0.115166667,0.1175,0.115166667,0.8825,0,0
45212,2,50,tanh,lbfgs,29.16858768,0.08850503,0.026661873,0.061350881,0.106491209,0.061350881,0.106491209,0.938649119,0.775526964,0.66942344
3000,3,500,logistic,adam,28.95548391,0.291088104,0.133783817,0.110833333,0.108333333,0.110833333,0.108333333,0.889166667,0.618644068,0.24829932
10000,4,50,tanh,adam,28.89030886,0.054740906,0.020522833,0.01225,0.1265,0.01225,0.1265,0.98775,0.961706783,0.933121019
3000,5,500,identity,sgd,28.52197409,0.435440779,0.111246109,0.111666667,0.11,0.111666667,0.11,0.888333333,0.610169492,0.244897959
10000,3,50,tanh,adam,28.48756099,0.047606945,0.010994911,0.01825,0.124,0.01825,0.124,0.98175,0.959584296,0.882165605
10000,3,500,identity,sgd,28.40357804,0.439585686,0.147526979,0.102125,0.1015,0.102125,0.1015,0.897875,0.645011601,0.295116773
5000,3,500,logistic,adam,28.07185197,0.34898591,0.134254217,0.10475,0.101,0.10475,0.101,0.89525,0.580547112,0.404661017
1000,2,500,relu,sgd,27.95631814,0.092620134,0.007395267,0.1,0.095,0.1,0.095,0.9,0.717948718,0.288659794
5000,5,500,identity,sgd,27.87009501,0.417107105,0.15633893,0.1065,0.103,0.1065,0.103,0.8935,0.604545455,0.281779661
10000,5,500,identity,lbfgs,27.76878905,0.942949772,0.240406036,0.102125,0.1025,0.102125,0.1025,0.897875,0.644341801,0.296178344
3000,3,500,relu,adam,27.60343122,0.197023392,0.038094997,0.007083333,0.138333333,0.007083333,0.138333333,0.992916667,0.954098361,0.989795918
45212,2,50,logistic,lbfgs,27.4037559,0.066241026,0.022387981,0.088639443,0.092889528,0.088639443,0.092889528,0.911360557,0.670205707,0.47731569
1000,3,500,tanh,lbfgs,27.38907504,0.066119909,0.027209997,0,0.095,0,0.095,1,1,1
8000,4,50,relu,sgd,27.13707376,0.039618015,0.025573969,0.09484375,0.093125,0.09484375,0.093125,0.90515625,0.675736961,0.391076115
3000,3,500,logistic,adam,27.07676601,0.305505037,0.089518785,0.107916667,0.111666667,0.107916667,0.111666667,0.892083333,0.625899281,0.295918367
5000,5,500,logistic,sgd,26.63409185,0.70422411,0.19194603,0.118,0.12,0.118,0.12,0.882,0,0
5000,1,500,logistic,lbfgs,26.61982179,0.054028988,0.011306047,0.08225,0.113,0.08225,0.113,0.91775,0.698060942,0.533898305
1000,5,500,relu,lbfgs,26.61212707,0.154563189,0.023294926,0,0.11,0,0.11,1,1,1
45212,3,50,logistic,adam,26.59606886,0.113594055,0.025764704,0.094694352,0.096207011,0.094694352,0.096207011,0.905305648,0.637385087,0.442344045
45212,2,50,relu,sgd,26.54077506,0.057079077,0.017583847,0.097486798,0.097312839,0.097486798,0.097312839,0.902513202,0.64063745,0.379962193
30000,1,500,logistic,sgd,26.26803994,0.210402966,0.051560879,0.104041667,0.103333333,0.104041667,0.103333333,0.895958333,0.640557006,0.260992908
5000,5,500,tanh,adam,26.17294788,0.757578135,0.194529057,0.1025,0.126,0.1025,0.126,0.8975,0.574879227,0.504237288
8000,5,500,logistic,lbfgs,26.07538581,1.044146061,0.281626225,0.1190625,0.111875,0.1190625,0.111875,0.8809375,0,0
5000,2,500,tanh,sgd,25.86956501,0.235902786,0.039699793,0.10675,0.103,0.10675,0.103,0.89325,0.602739726,0.279661017
45212,3,50,relu,adam,25.63451886,0.093156815,0.023890018,0.064115679,0.106048878,0.064115679,0.106048878,0.935884321,0.766955066,0.649338374
3000,1,500,logistic,sgd,25.25434232,0.060791969,0.009474993,0.122916667,0.123333333,0.122916667,0.123333333,0.877083333,0.333333333,0.003401361
8000,5,500,logistic,sgd,25.22098207,1.131175995,0.36083889,0.1190625,0.111875,0.1190625,0.111875,0.8809375,0,0
45212,1,500,logistic,sgd,25.12576723,0.302762985,0.078233242,0.103320523,0.101404401,0.103320523,0.101404401,0.896679477,0.633423181,0.277646503
30000,3,50,relu,lbfgs,24.3895309,0.058030844,0.018742085,0.052,0.106333333,0.052,0.106333333,0.948,0.807511737,0.731914894
3000,1,500,logistic,lbfgs,24.16844201,0.047691107,0.011012077,0.073333333,0.138333333,0.073333333,0.138333333,0.926666667,0.743801653,0.612244898
1000,2,500,relu,adam,23.97693515,0.043660879,0.010289907,0,0.1,0,0.1,1,1,1
1000,5,500,relu,adam,23.88996577,0.082736969,0.026132107,0,0.09,0,0.09,1,1,1
45212,2,50,tanh,sgd,23.82913685,0.079520941,0.019787073,0.097072078,0.096096428,0.097072078,0.096096428,0.902927922,0.647323253,0.374291115
3000,5,500,identity,adam,23.69117999,0.307716846,0.055326223,0.112083333,0.111666667,0.112083333,0.111666667,0.887916667,0.631578947,0.204081633
5000,3,500,identity,sgd,23.52638626,0.243396044,0.061908007,0.107,0.103,0.107,0.103,0.893,0.601851852,0.275423729
30000,3,500,logistic,sgd,23.482059,1.088975191,0.283750772,0.1175,0.115166667,0.1175,0.115166667,0.8825,0,0
30000,3,50,relu,adam,23.47229266,0.063642979,0.015490055,0.046875,0.111333333,0.046875,0.111333333,0.953125,0.825585862,0.762056738
8000,1,500,relu,sgd,23.4561038,0.125505924,0.012637377,0.1,0.090625,0.1,0.090625,0.9,0.661375661,0.32808399
5000,1,500,logistic,sgd,23.4223659,0.044013023,0.013752937,0.1125,0.112,0.1125,0.112,0.8875,0.619565217,0.120762712
1000,3,500,tanh,lbfgs,23.13986778,0.129989862,0.028604031,0,0.13,0,0.13,1,1,1
45212,2,50,logistic,sgd,23.05234408,0.071319103,0.021706104,0.102656971,0.100519739,0.102656971,0.100519739,0.897343029,0.619310345,0.318289225
500,5,500,tanh,sgd,22.90832114,0.121968031,0.014696121,0.1,0.1,0.1,0.1,0.9,0.529411765,0.219512195
5000,1,500,relu,adam,22.83438373,0.123301983,0.009836674,0.03025,0.109,0.03025,0.109,0.96975,0.978201635,0.76059322
45212,2,50,logistic,adam,22.82762599,0.072443247,0.018368959,0.092703697,0.094216521,0.092703697,0.094216521,0.907296303,0.663931369,0.420604915
500,5,500,tanh,lbfgs,22.82037187,0.05436492,0.017799854,0,0.14,0,0.14,1,1,1
10000,4,50,tanh,sgd,22.69704413,0.066380978,0.084994078,0.096125,0.1055,0.096125,0.1055,0.903875,0.67061144,0.360934183
45212,2,50,relu,lbfgs,22.54216981,0.052884817,0.015552998,0.067792861,0.104721884,0.067792861,0.104721884,0.932207139,0.745314223,0.638941399
8000,3,500,identity,sgd,22.5289402,0.36896801,0.154758215,0.1025,0.090625,0.1025,0.090625,0.8975,0.65497076,0.293963255
8000,4,50,tanh,lbfgs,22.41702986,0.112909079,0.018431187,0,0.1325,0,0.1325,1,1,1
30000,2,500,logistic,sgd,22.17504525,0.65079093,0.166851044,0.1175,0.115166667,0.1175,0.115166667,0.8825,0,0
3000,3,500,identity,sgd,22.14135242,0.260128975,0.024857044,0.111666667,0.111666667,0.111666667,0.111666667,0.888333333,0.610169492,0.244897959
10000,4,50,relu,lbfgs,21.95679784,0.106168747,0.010102034,0.003375,0.134,0.003375,0.134,0.996625,0.984126984,0.987261146
3000,3,500,identity,sgd,21.83286095,0.282427788,0.028809786,0.112083333,0.111666667,0.112083333,0.111666667,0.887916667,0.605042017,0.244897959
8000,5,500,identity,lbfgs,21.78077006,0.763449192,0.241478205,0.10296875,0.091875,0.10296875,0.091875,0.89703125,0.648414986,0.295275591
3000,1,500,relu,sgd,21.77190232,0.037336111,0.009592056,0.10625,0.106666667,0.10625,0.106666667,0.89375,0.648854962,0.289115646
5000,1,500,tanh,lbfgs,21.72268605,0.07337594,0.034538984,0,0.124,0,0.124,1,1,1
5000,5,500,identity,adam,21.53625202,0.499048948,0.182498932,0.10575,0.103,0.10575,0.103,0.89425,0.618357488,0.271186441
30000,2,50,logistic,sgd,21.50647593,0.055525064,0.017612696,0.103,0.102,0.103,0.102,0.897,0.624641834,0.309219858
1000,5,500,identity,sgd,21.36806297,0.0957129,0.033830881,0.10625,0.1,0.10625,0.1,0.89375,0.615384615,0.329896907
30000,2,50,logistic,adam,21.35319209,0.05602479,0.013906956,0.093791667,0.094333333,0.093791667,0.094333333,0.906208333,0.648563969,0.440425532
10000,2,500,identity,sgd,21.23750401,0.251571894,0.0526371,0.102125,0.103,0.102125,0.103,0.897875,0.645011601,0.295116773
50,3,500,logistic,lbfgs,21.22045183,0.003076077,0.001363039,0,0.3,0,0.3,1,1,1
100,5,500,identity,sgd,21.21937609,0.010250092,0.004450083,0.05,0.1,0.05,0.1,0.95,1,0.714285714
1000,3,500,tanh,sgd,20.90139794,0.042574883,0.012682199,0.1075,0.095,0.1075,0.095,0.8925,0.603773585,0.329896907
8000,2,500,identity,sgd,20.84209275,0.228536129,0.0435462,0.10359375,0.09125,0.10359375,0.09125,0.89640625,0.646884273,0.286089239
30000,3,50,relu,sgd,20.63463497,0.06689477,0.014663219,0.098,0.098833333,0.098,0.098833333,0.902,0.64408867,0.370921986
1000,3,500,relu,adam,20.62122798,0.063134909,0.080897093,0,0.09,0,0.09,1,1,1
45212,2,500,identity,sgd,20.61637092,0.646820784,0.17095685,0.102684619,0.101183236,0.102684619,0.101183236,0.897315381,0.635036496,0.287807183
10000,3,50,relu,sgd,20.51662683,0.029858112,0.007073164,0.094,0.105,0.094,0.105,0.906,0.668439716,0.400212314
1000,3,500,relu,adam,20.41057515,0.162353992,0.01228404,0,0.09,0,0.09,1,1,1
100,5,500,tanh,sgd,20.40880585,0.01335001,0.021259069,0.05,0.15,0.05,0.15,0.95,1,0.714285714
1000,3,500,tanh,sgd,20.35764289,0.080884933,0.026417255,0.10625,0.095,0.10625,0.095,0.89375,0.615384615,0.329896907
10000,3,50,logistic,lbfgs,20.29544187,0.113019705,0.013672829,0.077375,0.11,0.077375,0.11,0.922625,0.731707317,0.541401274
30000,2,50,tanh,lbfgs,20.25917912,0.062353134,0.017271996,0.037583333,0.110666667,0.037583333,0.110666667,0.962416667,0.870556414,0.79893617
500,2,500,logistic,lbfgs,20.05571985,0.015566111,0.005023956,0,0.15,0,0.15,1,1,1
100,3,500,logistic,lbfgs,19.86691213,0.007749796,0.002928972,0,0.1,0,0.1,1,1,1
30000,3,500,logistic,sgd,19.67920732,1.077891111,0.281190872,0.1175,0.115166667,0.1175,0.115166667,0.8825,0,0
3000,3,500,tanh,adam,19.56314087,0.275618076,0.044260025,0.09,0.126666667,0.09,0.126666667,0.91,0.701030928,0.462585034
8000,4,50,tanh,sgd,19.47734904,0.054147959,0.036553144,0.10015625,0.09625,0.10015625,0.09625,0.89984375,0.634743875,0.374015748
8000,3,500,identity,adam,19.44425893,0.444972992,0.065345049,0.1075,0.10125,0.1075,0.10125,0.8925,0.600543478,0.290026247
30000,4,50,logistic,adam,19.42732811,0.099420786,0.025107861,0.09775,0.0955,0.09775,0.0955,0.90225,0.658634538,0.34893617
100,5,500,relu,sgd,19.36587811,0.011621952,0.003482103,0.175,0.15,0.175,0.15,0.825,0,0
500,3,500,tanh,adam,19.32988715,0.02590394,0.007132053,0,0.13,0,0.13,1,1,1
500,3,500,tanh,adam,19.25027895,0.101357937,0.01400876,0,0.15,0,0.15,1,1,1
5000,5,500,identity,lbfgs,19.14081192,0.400938988,0.162201166,0.1075,0.105,0.1075,0.105,0.8925,0.597222222,0.273305085
3000,1,500,relu,adam,19.1341691,0.181032896,0.006519079,0.030833333,0.113333333,0.030833333,0.113333333,0.969166667,0.958333333,0.782312925
3000,2,500,tanh,sgd,19.12933707,0.148612022,0.114499092,0.112916667,0.11,0.112916667,0.11,0.887083333,0.593495935,0.24829932
10000,3,500,logistic,sgd,18.18262506,0.746424913,0.200509787,0.11775,0.118,0.11775,0.118,0.88225,0,0
10000,3,50,tanh,lbfgs,18.12353516,0.127629995,0.013624191,0,0.1355,0,0.1355,1,1,1
10000,3,50,relu,lbfgs,18.03008389,0.022294044,0.009366989,0.001125,0.125,0.001125,0.125,0.998875,0.995749203,0.994692144
45212,1,50,logistic,adam,17.9879148,0.033941984,0.008445978,0.091459537,0.094327104,0.091459537,0.094327104,0.908540463,0.661538462,0.447069943
30000,2,50,relu,lbfgs,17.85822415,0.041970015,0.01173687,0.059625,0.104,0.059625,0.104,0.940375,0.795155121,0.663475177
3000,5,500,logistic,sgd,17.83316612,0.564116955,0.200167894,0.1225,0.123333333,0.1225,0.123333333,0.8775,0,0
30000,2,500,identity,lbfgs,17.83171868,0.773731947,0.226519108,0.104041667,0.101833333,0.104041667,0.101833333,0.895958333,0.63205233,0.274113475
8000,3,50,relu,sgd,17.76933098,0.024339914,0.009809256,0.0996875,0.09,0.0996875,0.09,0.9003125,0.645539906,0.360892388
8000,4,50,relu,lbfgs,17.62613106,0.024069071,0.00612998,0.00265625,0.129375,0.00265625,0.129375,0.99734375,0.986928105,0.990813648
5000,2,500,identity,sgd,17.62467194,0.120760918,0.056640148,0.107,0.104,0.107,0.104,0.893,0.604761905,0.269067797
30000,1,50,logistic,lbfgs,17.5417881,0.02995491,0.007163048,0.083,0.092666667,0.083,0.092666667,0.917,0.697330791,0.518794326
500,5,500,tanh,adam,17.44128895,0.052100182,0.020818949,0,0.1,0,0.1,1,1,1
5000,5,500,logistic,lbfgs,17.42184401,0.70622921,0.204675913,0.118,0.12,0.118,0.12,0.882,0,0
10000,3,500,logistic,sgd,17.23305917,0.71955204,0.166814089,0.11775,0.118,0.11775,0.118,0.88225,0,0
10000,3,500,logistic,lbfgs,17.22193527,0.710443974,0.20213294,0.11775,0.118,0.11775,0.118,0.88225,0,0
8000,3,50,logistic,lbfgs,17.09472609,0.079555035,0.011822939,0.0815625,0.105,0.0815625,0.105,0.9184375,0.692926045,0.565616798
5000,1,500,relu,sgd,17.0191958,0.046591282,0.007689238,0.105,0.102,0.105,0.102,0.895,0.613043478,0.298728814
8000,3,500,identity,adam,16.99898005,0.440893173,0.069163084,0.106875,0.098125,0.106875,0.098125,0.893125,0.608938547,0.286089239
8000,3,500,logistic,sgd,16.948421,0.67028594,0.190820217,0.1190625,0.111875,0.1190625,0.111875,0.8809375,0,0
45212,2,500,identity,lbfgs,16.761796,0.667441845,0.169041872,0.102850507,0.10096207,0.102850507,0.10096207,0.897149493,0.63573701,0.28331758
10000,3,500,logistic,lbfgs,16.694803,0.801776886,0.312577009,0.11775,0.118,0.11775,0.118,0.88225,0,0
5000,4,50,relu,sgd,16.67289305,0.021208763,0.005511284,0.09925,0.108,0.09925,0.108,0.90075,0.606837607,0.451271186
8000,3,500,logistic,sgd,16.66877174,0.532922029,0.181036949,0.1190625,0.111875,0.1190625,0.111875,0.8809375,0,0
100,3,500,logistic,lbfgs,16.38293886,0.015245914,0.00362587,0,0.1,0,0.1,1,1,1
50,5,500,relu,sgd,16.38260818,0.006585836,0.003336906,0.125,0.1,0.125,0.1,0.875,0,0
50,5,500,identity,sgd,16.37831211,0.004353046,0.00229001,0.075,0.1,0.075,0.1,0.925,0.75,0.6
3000,5,500,logistic,lbfgs,15.71944785,0.388988018,0.099867105,0.1225,0.123333333,0.1225,0.123333333,0.8775,0,0
10000,3,50,tanh,sgd,15.50957918,0.038642883,0.011967182,0.09825,0.1045,0.09825,0.1045,0.90175,0.652941176,0.353503185
500,3,500,tanh,sgd,15.48658895,0.034194231,0.012153864,0.1025,0.1,0.1025,0.1,0.8975,0.5,0.170731707
30000,2,50,tanh,sgd,15.20226121,0.060759068,0.016120911,0.099041667,0.0975,0.099041667,0.0975,0.900958333,0.636812847,0.365602837
5000,2,500,logistic,adam,15.0754838,0.22378397,0.042047262,0.105,0.103,0.105,0.103,0.895,0.594890511,0.345338983
500,2,500,relu,sgd,14.92758203,0.016358852,0.005502939,0.1025,0.12,0.1025,0.12,0.8975,0,0
8000,4,50,tanh,adam,14.82334518,0.096074104,0.058920145,0.0384375,0.125,0.0384375,0.125,0.9615625,0.829923274,0.851706037
500,3,500,tanh,sgd,14.81400919,0.022090197,0.008677721,0.105,0.1,0.105,0.1,0.895,0.466666667,0.170731707
8000,2,50,tanh,adam,14.79017687,0.018268108,0.009968281,0.04765625,0.11125,0.04765625,0.11125,0.95234375,0.852080123,0.725721785
30000,1,50,logistic,adam,14.70055699,0.024107218,0.005883217,0.092125,0.094,0.092125,0.094,0.907875,0.681791045,0.404964539
8000,3,50,relu,lbfgs,14.59994507,0.096392155,0.004913092,0.0003125,0.125625,0.0003125,0.125625,0.9996875,1,0.997375328
1000,5,500,identity,lbfgs,14.55488205,0.17256403,0.040873051,0.1075,0.105,0.1075,0.105,0.8925,0.6,0.340206186
1000,2,500,tanh,lbfgs,14.46388292,0.03894186,0.011492014,0,0.1,0,0.1,1,1,1
50,5,500,tanh,sgd,14.37940192,0.005598068,0.003329992,0.075,0.1,0.075,0.1,0.925,1,0.4
10000,2,50,relu,sgd,14.2656281,0.016583204,0.002415895,0.096625,0.104,0.096625,0.104,0.903375,0.654478976,0.380042463
8000,3,50,tanh,lbfgs,14.22736192,0.034447908,0.014467001,0,0.13375,0,0.13375,1,1,1
500,5,500,identity,sgd,14.14797306,0.034811974,0.009684086,0.1025,0.1,0.1025,0.1,0.8975,0.5,0.170731707
